,Title,keywords
17,Cloud Engineer,"['aws cloud architect', 'cloud landscape', 'computer systems engineering aws certification', 'aws architecture', 'cloud native applications', 'aws']"
18,Cloud Engineer,"['development practices', 'public cloud', 'development', 'cloud', 'cloud architect', 'cloud platformenterprise architecture team', 'cloud adoption strategy', 'cloud platform capabilities', 'cloud platforms', 'cloud common functionality', 'cloud providers', 'cloud platform', 'infrastructure', 'code', 'design patterns', 'architectural governance process activities', 'application development lifecycle', 'computer science', 'cloud transformation', 'cloud platformcomponentsservices development', 'strong development experience', 'language framework experience', 'software development life cycle', 'cloud infrastructure', 'experience developing deploying cloud infrastructure', 'software architecture', 'cloud platform features', 'google gcp', 'web apis', 'devops']"
19,Cloud Engineer,"['microsoft cloud engineerarchitect â€ “ azure', 'cloud engineerarchitect â€ “ azure', 'implementation', 'public private hybrid cloud technologies', 'microsoft public', 'azure infrastructure', 'azure platform', 'analysis services', 'azure ad', 'microsoft azure', 'sql', 'microsoft technologies', 'azure virtual machines', 'rds server setup', 'development', 'deployment', 'infrastructure support', 'windows server', 'microsoft azure infrastructure', 'infrastructure technologies', 'storage', 'azure active directory', 'large o office exchange sharepoint ms teams', 'microsoft infrastructure']"
20,Cloud Engineer,"['architect cloud nativehybrid cloud infrastructure solutions', 'mentor devops', 'cloud engineers', 'implementation', 'aws infrastructure', 'cloud security strategy', 'aws wellarchitected framework', 'highperforming resilient efficient infrastructure', 'architectural design patterns', 'cloud architect', 'powershell bash python perl scripting language', 'netnet core software build', 'docker', 'linux server administration experience', 'aws cloud formation', 'aws', 'infrastructure monitoring tools', 'windows server administration', 'networking knowledge']"
21,Cloud Engineer,"['cloud solutions', 'aws cloud solution architect', 'analysis', 'development', 'implementation', 'software applications', 'aws', 'aws s', 'data warehouse solutions', 'designing etl pipelines', 'automated data load', 'data modeling', 'aws redshift experience']"
22,Cloud Engineer,"['hybrid cloud platform', 'hybrid cloud management portal', 'cloud product architect', 'implementation', 'cloud', 'development', 'architectural design', 'deployment', 'cloud products', 'cloud systems architecture ability', 'equivalent experience', 'cloud technologies', 'multicloud environments business analysis experience', 'previous cloud implementation', 'azure aws vmwarebased environments']"
23,Cloud Engineer,"['implementation', 'public cloud technologies', 'primarily microsoft azure working knowledge', 'public cloud design', 'azure cloud foundation services', 'azure site recovery deployment planner tool working knowledgeexperience', 'azure ad', 'deployment', 'public cloud', 'native microsoft azure toolsets', 'azure migrate theoreticalworking knowledge', 'cicd pipeline process knowledge', 'python scripting', 'cloud foundation design', 'complex cloud designs', 'implementation migration projects', 'analytical presentation documentation skills']"
24,Cloud Engineer,"['designing', 'development', 'architectural design application development', 'software development', 'implementation', 'cloud digital transition', 'computer science', 'soa design', 'cloud environments', 'agile scrum method']"
25,Cloud Engineer,"['cloud solution architect position', 'aws cloud services', 'bmo capital markets cloud roadmap', 'enterprise architecture', 'cloud application patterns', 'cloud engineering team members', 'cloud patterns', 'development', 'data', 'infrastructure', 'devops', 'cloud solutions', 'programmatic integration', 'cloud applications', 'data services', 'application data architecture models', 'automate deployment patterns', 'application infrastructure roadmaps consult', 'cloud', 'factor development practices', 'microservices oriented application deployment', 'cloud migration', 'infrastructure roadmaps', 'new cloud innovations', 'cloud design patterns', 'cloud native architecture', 'cloud operations', 'cloud security models', 'cloud platforms patterns', 'cloud services', 'power economic growth']"
26,Cloud Engineer,"['cloud architect', 'infrastructure', 'existing cloud presence', 'science', 'multiple cloud platforms', 'cloud infrastructure', 'tier web applications', 'cloud environments', 'aws', 'cloud platforms', 'linux systems', 'devops team', 'linux administration', 'aws cloud technologies', 'web server technologies', 'rdbms nosql databases', 'mysql', 'postgresql', 'creative analytical approach']"
27,Cloud Engineer,"['cloud architect', 'storage', 'nosql', 'databases', 'qualified cloud architect', 'aws', 'aws evangelist', 'cloud', 'agile model', 'devops culture', 'cloud advocates', 'deep architectural discussions', 'aws platform', 'sas', 'years design implementation experience', 'infrastructure design', 'infrastructure', 'database architectures', 'handson aws implementation knowledge', 'implementation', 'software development tools', 'methodologies presentation skills', 'developers', 'computer science', 'related aws certified solutions', 'data', 'forbes']"
28,Cloud Engineer,"['cloud', 'cloud architect', 'development activities', 'requirement analysis', 'architecture software design', 'lean agile organization', 'development', 'data', 'infrastructure', 'implementation', 'big sophisticated systems', 'architecture solid experience', 'web application development', 'java experience', 'elasticsearch postgres experience', 'building system software architectures', 'data platform security experience', 'designing', 'sophisticated largescale solutions', 'software development lifecycles', 'basic knowledge', 'cloud platforms', 'presentation skills']"
29,Cloud Engineer,"['foundational knowledge', 'customer cloud adoption', 'power', 'microsoft cloud solutions', 'microsoft cloud solution', 'microsoft azure platform', 'customer microsoft azure applications development platform', 'azure applications development technical customer engagements', 'architectural design sessions', 'specific implementation projects', 'developers', 'adapts business models', 'architecture design', 'deployment leverages', 'data', 'architecture solutions', 'technical architecture design', 'development', 'deployment', 'implementation', 'architecture implementations', 'eg wellarchitected framework', 'cloud adoption framework', 'practice development', 'competitors architecture solutions', 'production deployment application', 'cloud hybrid infrastructures', 'development languages', 'java', 'javascript', 'python', 'c nodejs scalable architectures', 'azure app service', 'software development practices', 'devops', 'azure devops', 'modern software development techniques', 'ie docker kubernetes red hat openshift cloud foundry azure kubernetes service github advanced knowledge', 'computer science']"
30,Database Administrator,"['universityâ€™s voice data communications', 'server storage infrastructure', 'web application development', 'erp administration', 'data integrity', 'data availability', 'universityâ€™s central academic administrative databases', 'erp systems', 'computer science', 'erp management systems', 'development', 'databases', 'proficient computer skills', 'programming', 'systems analysis', 'computer hardware', 'integration']"
31,Database Administrator,"['solicitor general', 'data management', 'development', 'data management structures', 'data management expertise', 'databases', 'data modelling tools', 'application development aids', 'database design development knowledge', 'database design standards', 'ministry knowledge', 'unixbased computer system technologies', 'unix operating systems', 'design knowledge', 'database development methodology', 'programming languages', 'data types', 'data dictionaries', 'data storage', 'multipurpose multiclient based databases', 'data bases', 'data recovery', 'database software', 'data management techniquesservices', 'sql', 'oracle database administration', 'unix', 'unix shell scripting', 'host scripting', 'java programming', 'database replication', 'data management aspects', 'data management strategies', 'data management requirements', 'database design data organization', 'data management component', 'corporate data models', 'ministry databases', 'data corruption', 'interpreting', 'college st rd flr']"
32,Database Administrator,"['sql server databases', 'sharepoint functions', 'operational management data', 'data integrity', 'data audits', 'development lifecycle', 'deployment', 'database software', 'data', 'data warehouse structures', 'database configuration', 'data models', 'data cleansing rules', 'data transformation rules designs', 'data transformation rules', 'software development life cycle', 'rapid application development', 'databases', 'data schemas', 'adhoc sql queries', 'large data files', 'sharepoint portal server infrastructure', 'application deployment', 'web portal servers', 'infrastructure', 'execution', 'integration', 'administers microsoft sharepoint portal server', 'performance analysis researches', 'development', 'developers', 'computer science', 'computer engineering', 'sharepoint platform', 'administrative capacity development experience', 'microsoft sql server', 'sharepoint designer experience', 'sql server reporting services', 'sql server integration services', 'sql server analysis services', 'debugging skills', 'ms sharepoint architecture', 'relational database structures', 'microsoft sharepoint', 'database design', 'microsoft sql', 'windowsbased server skills', 'ms office applications', 'excel', 'powerpoint', 'analytical data warehousing techniques', 'ie data warehouse lifecycle', 'dimensional data modeling', 'data modeling', 'etl design']"
33,Database Administrator,"['infrastructure', 'implementation', 'new database analytics services', 'database analytics services', 'usability automate code deployment', 'build books', 'data access', 'database backup', 'devops', 'rd level support', 'traditional microsoft sql database administrator experience', 'azure database analytics services', 'microsoft sql server', 'ie sql ssas ssis ssrs azure database analytics services', 'ie azure sql', 'azure synapse', 'azure data factory', 'azure data lake', 'power apps', 'power bi', 'data preparation', 'advanced analytics', 'complex reports development', 'azure platform', 'azure devops', 'agile principles', 'development methodologies']"
34,Database Administrator,"['database development', 'data systems', 'data', 'data scientists', 'devops engineers', 'data architects', 'data engineers', 'broader strategy', 'building software', 'agile continuous delivery environment', 'data architecture', 'data operations', 'data science', 'employee development', 'development life cycle', 'coding standards', 'code reviews', 'practical development experience', 'aws', 'major public cloud provider', 'agile development', 'multiple data stores', 'postgresql', 'aws dynamodb']"
35,Database Administrator,"['database environments', 'database solutions', 'sybase db greenplum database technologies', 'data', 'development', 'infrastructure', 'staff development', 'strong analytical critical thinking skills', 'implementation experience', 'data model design', 'multiple database related functions', 'database related solutions']"
36,Database Administrator,"['mssql databases', 'databases', 'mysql experience']"
37,Database Administrator,"['computer installations', 'computer systems', 'data protection', 'desktop applications', 'storage', 'computer science', 'equivalent experience', 'linux', 'scripting automation tools', 'job leadership development programs']"
38,Database Administrator,"['microsoft sql database administration', 'microsoft sql database administration experience experience', 'azure build automation', 'microsoft sql database administration experience', 'microsoft azure sql database', 'synapse database', 'oracle sql server stored procedure development', 'git', 'microsoft azure technologies']"
39,Database Administrator,"['database design', 'test data models', 'implementation', 'data', 'data administration policy', 'models research document data requirements', 'data collection', 'data access rules', 'data conduct research', 'data lead', 'data administrators', 'development', 'data policies', 'models']"
40,Database Administrator,"['ms sql server', 'server', 'designing', 'database infrastructure', 'programming languages']"
41,Database Administrator,"['gts ecco database architecture', 'wealth management databases', 'dundee databases', 'modern database technologies', 'oracle database versions', 'c', 'automatic storage management', 'data guard', 'database replication tools']"
42,Database Administrator,"['data warehouse database administrator', 'data warehouse', 'oracle data integrator', 'oracle analytics server', 'oracle databases', 'oracle business intelligence software upgrades manageadminister backups', 'tune etl', 'sql queries', 'linux shell scripts', 'computer systems design', 'computer science', 'database technologies', 'coding language', 'python']"
43,Database Administrator,"['computer systems', 'instrument price reference data', 'vendor data', 'data standards concepts', 'scripting languages', 'java script', 'complex data analysis', 'data linage', 'analysis', 'data modelling · ideal candidate', 'master data management enterprise solutions', 'behavior driven development', 'agile teams']"
44,Database Administrator,"['data integrity', 'effective reporting business intelligence framework', 'sql reports', 'database architectural design', 'assigned sql server infrastructure projects', 'computer science', 'sql', 'sql server', 'advanced sql scripting', 'transact sql', 'programming knowledge', 'performance analysis', 'erd ’ data dictionaries', 'architecture diagrams', 'power bi', 'development']"
45,Full Stack Developer,"['full stack developer', 'development', 'agile development activities', 'sprint code reviews', 'debugging issues', 'system design skills', 'uml', 'typescript', 'sql database experience', 'graphql', 'electron', 'python', 'postgresql', 'git']"
46,Full Stack Developer,"['proprietary cloud platform infin', 'realtime analytics', 'customized crm platform', 'fullstack development', 'creative resourceful techsavvy full stack developer', 'development', 'software development lifecycle', 'analysis', 'design patterns', 'coding standards', 'code', 'product development', 'development team members', 'analysis requirements success', 'full stack developer', 'computer science', 'graphql apis', 'cloud platform', 'javascript', 'jquery c', 'java', 'python javascript frameworks', 'react']"
47,Full Stack Developer,"['software hardware solutions', 'software development', 'full stack developer', 'r', 'cuttingedge software solutions', 'full stack software solutions', 'detailed analysis', 'unitlevel code development', 'software integration', 'design code reviews preparation', 'computer science', 'computer engineering', 'minimum years full stack developer experience webbased frontend application framework webbased ui programming', 'html css javasscriptjquery nodejs sql nosql experience', 'c', 'python linux unix environment operating systems principles', 'mandatory traffic systems knowledge mobile app development', 'flutter framework', 'similar experience machine learning', 'data mining', 'machine intelligence', 'artificial intelligence realtime software development lidar pointcloud classification']"
48,Full Stack Developer,"['full stack developer', 'development', 'web app', 'integration', 'software systems', 'architectural elements', 'special development projects', 'database driven web application design development full stack developer experience', 'python', 'django', 'node', 'react experience', 'mysql knowledge', 'web protocols', 'git', 'native nosql containerization', 'docker aws automation', 'lambda']"
49,Full Stack Developer,"['full stack developer', 'web mobile financial solutions', 'modern javascript technologies', 'agile approach', 'modern software technologies', 'legacy code', 'professional development', 'informed decision', 'top notch javascript coding practices', 'pure sass', 'modern javascript frameworks', 'agile software development methodology', 'mobile software', 'javascript', 'nodejs', 'server side architectures', 'restful apis experience', 'python', 'git typical git flow']"
50,Full Stack Developer,"['full stack developers', 'software developer', 'product development', 'data engineers', 'development technical team', 'software implementations', 'infrastructure integration', 'overall development process', 'software development', 'modern javascript', 'software stack', 'analysis', 'typescript â', 'html canvas', 'statistical techniques']"
51,Full Stack Developer,"['talented full stack developer', 'code', 'detailed design', 'agile team', 'review feasibility', 'design phases', 'code development process', 'code structure design consistency', 'programs', 'polyglot programming skills', 'multiple computer languages', 'javascript', 'c htmlcss', 'years software development', 'fullstack development', 'html', 'restful apis', 'sql', 'design patterns', 'fastpaced agile development environment', 'git', 'booking engine api integration', 'native hybrid mobile app development', 'cloud environments', 'aws', 'data visualization']"
52,Full Stack Developer,"['dynamic product development consultancy', 'full stack software developer', 'web mobile products', 'mobile apps', 'years fullstack software development experience', 'additional fullstack software development experience', 'google cloud', 'amazon web services', 'react']"
53,Full Stack Developer,"['fullstack software engineer', 'development team members', 'javaspring javascriptreact postgresql aws examples', 'databases', 'java experience', 'javascript experience', 'react working knowledge']"
54,Full Stack Developer,"['parttime junior full stack web developer', 'junior full stack web developer', 'code', 'computer science', 'software developer', 'rest apis', 'bootstrap tables', 'mysql database location', 'ontario university computer science program', 'full web development stack', 'javascript', 'mysql', 'web based dashboards', 'ubuntu linux servers', 'code repos', 'coding projects', 'development']"
55,Full Stack Developer,"['great full stack developers', 'jee application server mysql', 'nosql angularjs', 'bootstrap', 'java', 'eclipse plugin development object oriented programing delivery lotus domino']"
56,Full Stack Developer,"['constantly evolving cloud platform', 'complete web development stack', 'server', 'web browser', 'agile product development team', 'appealing web design', 'clean maintainable code', 'web technologies', 'cloud capabilities', 'docker containerization', 'graphql', 'rest apis', 'sql databases', 'essential specifically postgresql', 'javascript experience', 'frontend visualization tool', 'exceptional coding skills', 'web applications', 'strong programming skills', 'clean logical code', 'code', 'javascript', 'typescript', 'python', 'coding standards', 'backend data', 'postgresql database', 'microservices architecture', 'computer science', 'back end development', 'restful api development', 'json graphql', 'sql', 'postgresql', 'selenium', 'docker', 'cloud services', 'enterprise web applications', 'agile environment', 'data structures', 'algorithms', 'design patterns', 'git commands', 'agile jira confluence job types']"
57,Full Stack Developer,"['thentia thentia cloud', 'predictive analytics', 'big data', 'ai', 'professional development', 'modern javascript software development best practices', 'modern javascript', 'web', 'scrum meetings', 'thentia cloud portal product', 'software developer', 'software packages', 'implementation', 'development', 'code', 'latest design patterns', 'deployment', 'web applications', 'frontend javascript frameworks', 'java script', 'serverside programming languages', 'c', 'python', 'mysql', 'sql server', 'software design patterns', 'git', 'employee stock options plan yearend bonus remote hybrid working options professional development']"
58,Full Stack Developer,"['full stack developer location', 'expanding multidisciplinary agile teams', 'developers', 'devops', 'desired skills', 'full stack developer', 'ui skills', 'â€ “ reactjs typesctipt javascript webpack additional skills', '“ nodejs angular pcf', 'microsoft identity framework', 'azure functions']"
59,Full Stack Developer,"['full stack developer python', 'javascript', 'html', 'html css â€ “ job description fullstack web application development', 'python', 'architectural discussions', 'enforce code structure', 'code quality', 'execution', 'product development', 'html css â€ “ mandatory skills', 'end python', 'current web server frameworks', 'django', 'ideally python framework strong background', 'sql', 'git', 'svn', 'excellent analytical problemsolving skills', 'html css assignment location toronto']"
60,machine learning engineer,"['analytics approach', 'data engineers', 'analysts', 'developers', 'repeatable interpretable dynamic scalable models', 'analytic data products', 'disparate internal external data sources', 'data science', 'experienced data scientists', 'computer science', 'data science machine learning experience', 'aws tools', 'python', 'complex sql queries', 'machine learning concepts', 'large scale data sets', 'entire data science lifecycle', 'deployment', 'ml models', 'cloud data warehouses', 'snowflake data cloud', 'google bigquery', 'azure synapse', 'artificial intelligence machine learning', 'streaming data ingestion', 'analytics', 'various analytical models']"
61,machine learning engineer,"['data', 'developing algorithms', 'infrastructure', 'computer science', 'machine learning graduating', 'programs', 'development']"
62,machine learning engineer,"['statistical mathematical predictive modeling business analysis skills', 'advanced analytical solutions', 'manipulate data', 'analysis', 'data', 'machine learning model life cycle', 'machine learningdeep learning models', 'exploratory data analysis', 'prediction models', 'right data solutions', 'data science team', 'statistical analysis', 'machine learning approach', 'abilities', 'software engineering', 'computer science', 'software development', 'business intelligence environments', 'data architecture', 'applied machine learning', 'multiple programming languages', 'modelling', 'extensive learning development programs', 'recognition program employee perk program', 'infrastructure engineering', 'data analytics']"
63,machine learning engineer,"['proprietary software solutions', 'global development centres', 'technology development', 'infrastructure', 'software solutions', 'continuous integration', 'continuous deployment automation document solutions', 'years experience building machine learning models', 'aws', 'cloud proficiency', 'linux shell']"
64,machine learning engineer,"['machine learning', 'power', 'data', 'machine learning models', 'data science team', 'foundational patterns', 'datasets', 'ml models', 'computer science', 'machine learning concepts', 'strong programming skills', 'python', 'java', 'machine learning engineering']"
65,machine learning engineer,"['comprehensive data', 'data services', 'model development', 'development', 'models', 'implementation', 'query', 'data', 'product software solutions', 'existing models', 'ml models', 'mining structured unstructured data', 'statistics', 'algorithms', 'regression analysis', 'classification analysis', 'data pipeline building', 'data visualization', 'python', 'sql', 'extensive knowledge', 'treebased algorithms', 'generalized linear models', 'cloud services', 'bash scripting', 'learning development opportunities', 'internal learning development program', 'career development']"
66,machine learning engineer,"['machine learning', 'power', 'us engineer models', 'framework automation solutions', 'robust highperforming models', 'software engineering bestpractices', 'machine learning engineer', 'modelling workflow', 'high quality models', 'models', 'computing infrastructure', 'cloud technologies', 'azure kubernetes', 'python', 'code api design knowledge', 'machine learning modelling', 'detailed code reviews', 'framework knowledge', 'machine learning algorithms experience', 'azure cloud stack data analytics job requirements', 'job family advanced analytics', 'modelling', 'category primary business analysis']"
67,machine learning engineer,"['machine learning engineer', 'data analytics team', 'machine learning algorithms', 'data', 'data engineers', 'new data', 'machine learning standards', 'automate machine learning operations', 'machine learning solutions', 'initial models', 'aws', 'analytical skills', 'experience building machine learning pipelines', 'computer science', 'statistics', 'analytics', 'machine learning lifecycle', 'data gathering', 'model deployment', 'experience deploying machine learning models', 'classification algorithms', 'data tools', 'sql', 'r', 'python', 'building api', 'artificial intelligence solutions']"
68,machine learning engineer,"['implementation', 'ai', 'development', 'machine learning engineer', 'well architected software systems principles', 'continuous development', 'computer science', 'machine learning', 'data science', 'entire machine learning lifecycle', 'deployment', 'transformers transfer learning semisupervised learning data augmentation', 'python', 'solid knowledge', 'data structures', 'objectoriented programming software engineering principles', 'cloud', 'google cloud platform', 'models']"
69,machine learning engineer,"['machine learning', 'transaction data', 'artificial intelligence', 'cash app', 'analytics', 'machine learning models', 'rd party data', 'risk models', 'data', 'models', 'app', 'prioritization algorithms', 'automate conversations', 'python', 'mysql', 'tableau java', 'applied machine learning', 'computer science', 'ai', 'ml models', 'open developer platform']"
70,machine learning engineer,"['artificial intelligence', 'algorithms', 'production models', 'development team', 'python', 'machine learning', 'web development', 'data pipelines', 'designing', 'production quality ml models', 'data scientists', 'data acquisition', 'image classification segmentation models', 'preprocessing data augmentation strategies', 'prototyped computer vision algorithms', 'deep learning based computer vision models', 'software stack', 'machine learning processes', 'computer science', 'computer engineering', 'statistics', 'software development', 'data manipulation', 'python years', 'production scale machine learning models', 'pytorch deep learning framework', 'foundational statistics concepts', 'ml algorithms', 'transformer based models algorithm', 'model development experience', 'scientific computing libraries', 'deep learning models', 'deployment purposes', 'sql nosql databases', 'etl tools', 'git', 'data accuracy', 'privacy preserving federated machine learning research publications']"
71,machine learning engineer,"['personal professional development', 'development', 'deployment', 'machine learning models', 'web search', 'machine learning', 'interactive machine learning', 'machine teaching', 'machine learning algorithms', 'machine', 'data collection annotation efforts', 'realtime data', 'machine learning data pipelines', 'design tests', 'cuttingedge machine learning technologies', 'computer science', 'algorithms data structures', 'strong programming skills', 'python', 'programming languages', 'java', 'machine learning tools', 'distributed streaming data technologies', 'docker', 'ranking algorithms']"
72,machine learning engineer,"['machine learning', 'ai', 'data', 'machine intelligence', 'suitable algorithms', 'latest developments', 'handson machine learning experience', 'computer science', 'semantic analysis', 'deep learning models', 'machine learning frameworks', 'python', 'large machine learning models', 'machine learning models']"
73,machine learning engineer,"['machine learning engineer', 'deep learning models', 'unstructured data', 'new models', 'abilities', 'infrastructure', 'intelligence layer', 'models', 'model models', 'legacy code', 'machine learning infrastructure', 'datasets', 'computer science', 'software engineering', 'statistics', 'data modeling', 'machine learning', 'python', 'java experience', 'premium coverage']"
74,machine learning engineer,"['development', 'implementation', 'query', 'data', 'product software solutions', 'existing models', 'ml models', 'mining structured unstructured data', 'models', 'statistics', 'algorithms', 'regression analysis', 'classification analysis', 'data pipeline building', 'data visualization', 'python sql etc extensive knowledge', 'treebased algorithms', 'generalized linear models', 'cloud services', 'aws', 'docker', 'python', 'bash scripting', 'career development', 'learning development opportunities', 'internal learning development program']"
