,0,1,2,3,4,5
16,Computer Programmer,Highlight Motor Freight Inc.,3.9,"Vaughan, ON","Posted
Posted 30+ days ago","Highlight Motor Freight Inc. has an immediate opening for 2 full-time positions of Computer Programmers. The responsibilities will include: Write, modify, integrate and test software code. Maintain existing computer programs by making modifications as required. Identify and communicate technical problems, processes and solutions. Prepare reports, manuals and other documentation on the status, operation and maintenance of software. Assist in the collection and documentation of user requirements. Assist in the development of logical and physical specifications.
The right candidates must have at least 2 years’ experience.
We are offering full time permanent position, 30 hours per week, medical benefits package and 39$ per hour to the right candidate.
The work location is in our head office at 391 Creditstone Road, Concord, ON, L4K 1N8 Canada
Job Type: Full-time
Salary: $39.00 per hour
Experience:
Computer Programming: 2 years (Required)
Location:
Vaughan, ON (Preferred)"
17,Remote - Backend Product Software Engineer Platform Abuse,Dropbox,404,"Remote in Toronto, ON","Posted
Posted 4 days ago","Role Description Our Engineering team is working to proactively build solutions that detect abusive behavior and trigger mitigations across Dropbox s products and capabilities.
Additionally, we build capabilities to reduce human decision-making in abuse investigations.
We follow a systematic and iterative process: we use data to decide what to build, learn from it, and adjust to prevent and dissuade external actors from using Dropbox to harm customers and the rest of the world.
Responsibilities You will make data driven decisions to decide what to build and prioritize You will own projects end to end, starting with data discovery, design, implementation, and deployment You will continuously seek ways to make a substantial impact and build backbone by delivering on time You will proactively address technical debt; you will operate your systems in production You will architect important systems and anticipate strategic and scaling-related challenges via thoughtful long-term planning You will own relationships with other engineering teams and collaborate with other functions within Dropbox Requirements BS degree in Computer Science or related technical field involving coding (e.g., physics or mathematics), or equivalent technical experience 5+ years of software engineering and/or work related industry experience Strong knowledge of shipping impactful and complex software projects Total Rewards Our Engineering Career Framework is viewable by anyone outside the company and describes what s expected for our engineers at each of our career levels.
Check out our blog post on this topic and more here.
For candidates hired in Colorado, the expected salary/On-Target Earnings (OTE) range for the role is $142,800 - $168,000 - $193,200.
This salary/OTE range represents the low, middle, and high end of the salary or OTE (Sales roles) range for this position, and is subject to change.
To determine a Dropboxer s starting pay we carefully consider a variety of factors, including primary work location and an evaluation of a candidate s skills, experience, market demands, and internal parity.
This position may be considered a promotional opportunity.
Salary/OTE is just one component of Dropbox s total rewards package.
All regular employees are also eligible for the corporate bonus program or a sales incentive (target included in OTE) as well as stock in the form of Restricted Stock Units (RSUs).
Dropbox is committed to investing in the holistic health and wellbeing of all Dropboxers and their families.
Our benefits and perks programs include, but are not limited to: Competitive medical, dental and vision coverage (US Only) Competitive 401(k) Plan with a generous company match and immediate vesting Flexible Time Off/Paid Time Off, paid holidays, 11 Company-wide PTO days, Volunteer time off and more Protection Plans including; Life Insurance, Disability Insurance and Travel benefit plans Perks Allowance to be used on what matters most to you, whether that s wellness, learning and development, food & groceries, and much more Parental benefits including; Parental Leave, Child and Adult Care, Day Care FSA (US Only), Fertility Benefits (US Only), Adoption and Surrogacy support and Lactation Support Mental Health and Wellness benefits Free Dropbox space for your friends and family Additional benefits details are available upon request."
18,DevOps Engineer,Loblaw Companies Limited,3.4,"Toronto, ON","Posted
Posted 30+ days ago","Referred applicants should not apply directly to this role.
All referred applicants must first be submitted through Workday by a current Loblaw Colleague.
Location:
500 Lakeshore Blvd. West, Toronto, Ontario, M5V 2V9
At Loblaw, we help millions of Canadians get through their best days, worst days, celebration days, and every day. Through our innovation and quality products, we’re here for our friends, neighbours, family members and colleagues.

We succeed through collaboration and commitment and set a high bar for ourselves and those around us.

We’re looking for adaptable people who are thrilled to join us in our goal of helping Canadians Live Life Well®. Whether you are just starting your career, re-entering the workforce, or looking for a new job, this is where you belong. We promote leaders at every level and support our people to follow their passion.
Does working with some of Canada’s most talented minds in innovation supporting retail, digital consumer solutions and analytical platforms excite you? Loblaw Technology powers some of Canada’s most game-changing retail solutions, giving our customers the ability to live their lives well.
Come work with a team that values diverse ideas, fosters a culture of inclusion and develops our talent from within. Loblaw Technology gives you the chance to excel, and helps you to strive for success in a big way. Keep reading to learn more!
DevOps Engineer, Toronto, ON
We are seeking a DevOps Engineer with a strong system administration background to join our team. You will work on exciting new platforms within Loblaw Media, the company’s full-service digital marketing agency. You will have experience with highly available production systems and coordinate closely with our software engineers to provide solutions. You will be part of a growing and collaborative team of Loblaw Technology developers, providing solutions to various business divisions.
What You’ll Do:
Support infrastructure and production software deployments into Google Cloud Platform
Support / enhance build and deploy pipeline, application environments, UAT, releases, cloud stack, etc.
Create custom monitoring checks for infrastructure applications
Provide after-hours support for critical infrastructure issues and maintain uptime of all critical systems
Troubleshoot and fix problems with build and deployment automation
What You Bring:
Working knowledge configuring and managing modern cloud based linux systems, particularly on Google Cloud Platform
Comfortable with Continuous Integration and Continuous Deployment solutions (CI/CD) as well as Nomad, Consul, Vault and Docker
Hands on experience with IaC principals and tools such as Terraform, Packer and Ansible
Nice to haves: experience with technologies like GitLab, Icinga, Grafana, Graphite, Airflow and Spark
Collaborative thinking and problem solving
What Loblaw Offers You
We offer flexibility and balance, and an environment that sets you up for success no matter where your workspace is located.
Here, you will find a great team to help you achieve your goals as you help us achieve ours! Work in our fast-paced, exciting Technology environment, helping our stores, colleagues and customers every day.
Loblaw colleagues also enjoy:
Work Perks Program
On-site GoodLife Fitness, Basketball & Volleyball courts, Ice Rink, Groceries delivered to work via PC Express, Dry Cleaning services (1PCC Office)
Tuition Reimbursement & Online Learning
Pension & Benefits
Paid Vacation
If you’re up to the challenge, then we would love to hear from you. Apply today, and get the process started.
Loblaw recognizes Canada's diversity as a source of national pride and strength. We have made it a priority to reflect our nation’s evolving diversity in the products we sell, the people we hire, and the culture we create in our organization. At Loblaw, we celebrate diversity and strive to build a culture of inclusion where differences are embraced, valued and supported. We are committed to being an equal opportunity employer and encourage people from all backgrounds and identities to apply to our jobs. Accommodation in the recruitment, assessment, and hiring process is available upon request for applicants with disabilities.
We thank all candidates for their interest but please note, those candidates who meet the minimum requirements for the position will be contacted.
Loblaw is committed to sustainability by sourcing products with integrity and making a positive difference in the community. Our CORE Values – Care, Ownership, Respect and Excellence – guide all our decision-making and come to life through our Blue Culture. We offer our colleagues progressive careers, comprehensive training, flexibility, and other competitive benefits – these are some of the many reasons why we are one of Canada’s Top Employers, Canada’s Best Diversity Employers, Canada’s Greenest Employers & Canada’s Top Employers for Young People.
Employment Type:
Full time
Type of Role:
Regular
We have a long-standing focus on diversity, equity and inclusion because we know it will make our company a better place to work and shop. We are committed to creating accessible environments for our colleagues, candidates and customers. Requests for accommodation due to a disability (which may be visible or invisible, temporary or permanent) can be made at any stage of application and employment. We encourage candidates to make their accommodation needs known so that we can provide equitable opportunities.
Please Note:
Candidates who are 18 years or older are required to complete a criminal background check. Details will be provided through the application process."
19,"2023 Software Engineer Intern, PEY Co-op",Uber,3.6,"Toronto, ON","Posted
Posted 17 days ago","We believe in learning by doing-and that there is no better classroom than real-world experience. Join us to move yourself-and the world-forward.
About Our Program
University of Toronto's Professional Experience Year Co-op Program (PEY Co-op) is a work-integrated learning program that helps undergraduate students gain 12 months of paid work experience at Uber before they graduate.

Our PEY co-op program is perfect for U of T students looking for valuable real-world experience within the confines of an environment that fosters mentorship and feedback.
As an intern, you'll have a direct impact on the customer experience for riders, drivers, eaters, restaurant and business owners, and cities alike.

If you like our services and want to bring them to the next level. If you enjoy working in a team-based environment that executes at a fast pace. If you're interested in working on products that impact millions of people around the globe.
Then you should apply to join our intern program! We are hardworking, engaged, and passionate about cracking the code on urban mobility and delivery.
Basic Qualifications
Actively pursuing a Bachelor's, or Master's in Computer Science, Engineering or a related technical field with at least one remaining semester of school left after completion of the internship
Be enrolled in the University of Toronto's Professional Experience Year Co-op Program (PEY Co-op)
Preferred Qualifications
Demonstrated software engineering experience through previous internships, work experience, coding competitions, and/or publications
Programming experience one or more application or systems languages (Go, Python, Ruby, Java, C/C++, etc)
Experience building tools/infrastructure
A desire to be part of a team that delivers impactful results every day
A commitment to writing understandable, maintainable, and reusable software
An innate desire to deliver and a strong sense of accountability for your work
Ability to learn new languages and methodologies"
20,Tesla Toronto Controls Software Automation Engineering Inter...,Tesla,3.4,"Richmond Hill, ON","Posted
Posted 10 days ago","What to Expect
Disclaimer: This position is expected to start around January 2023 and continue through the entire Spring term AND into late Summer 2023 (ie. through August/September). We ask for a minimum of 12 weeks, full-time, for most internships. Please consider before submitting an application.

Internship Program at Tesla
The Internship Recruiting Team is driven by the passion to recognize and develop emerging talent. Our year-round program places the best students in positions where they will grow technically, professionally, and personally through their experience working closely with their Manager, Mentor, and team. We are dedicated to providing an experience that allows the intern to experience life at Tesla by including them in projects that are critical to their team’s success. Instead of going on coffee runs and making copies, our interns have a seat at the table and make critical decisions that will influence not only their team, but the overall achievement of Tesla’s mission.

Location: Greater Toronto Area

The Role
The Tesla Toronto Automation Controls team is looking for a Software Automation Engineer to join our team. You will help to develop machine and process concepts along with several Controls Engineers. Candidate will help program all controls components such as PLC, safety devices, HMI, servo drives and process hardware from power-on to debug, and finally to process fine tuning and validation.
What You’ll Do
Requirements
Currently pursuing a degree in Electrical Engineering, Mechanical Engineering, Mechatronics Engineering, Computer Science, or related programs
Coursework in analog and digital circuits, control systems, logic, and programming
Exposure to programming microcontrollers
Proficiency with CAD (AutoCAD, CATIA, SolidWorks)
Able to work under pressure while managing competing demands and tight deadlines
Exemplary verbal and written communication skills
Well organized with meticulous attention to detail
Self-motivated and able to work under minimal supervision
Willingness and ability to learn new technologies and take on different assignments
Mastery of Word, Excel, PowerPoint, Visio
What You’ll Bring
The following skills and experiences are a plus
Strong propensity to build, assemble, fix and program things
Use of common power and hand tools
Programming experience in C++, Python, SQL or similar language
Industrial electrical panel design
PLC programming (Allen-Bradley, Siemens, Beckhoff or similar)
HMI/SCADA programming (Allen-Bradley, Beckhoff, Ignition or similar)
Servo motors and controllers (Kinetix or similar)"
21,Toronto - Junior DevOps Engineer,FDM Group,3.0,"Toronto, ON","Posted
Posted 11 days ago","About The Role
Find out about FDM’s Coronavirus (COVID-19) preparations here.
Note: Please only submit one application, even if you are interested in more than one opportunity. A recruiter will speak to you about all options available after we review your application. Please note this role is part of our graduate program.

Our people are our passion at FDM. That’s why we make your training and career growth a priority. Since 2014, we have launched the careers of over 80 Business Analysts and Project Managers people in Canada. FDM is currently seeking numerous ambitious and driven candidates with the aptitude for IT to work as FDM consultants. We help people like you make their first step into tech every day. Are you ready to make yours?
About This Role
As a Junior DevOps Engineer you will focus on creating solutions using tools and automation to improve operations. DevOps roles can involve a myriad a projects, including: enhancing and streamlining operational processes though automation and integration; modifying existing software to correct errors, adapt to new hardware, or to improve performance; analyzing user needs and software requirements to determine feasibility of design within time and cost constraints; using scientific analysis and mathematical models to predict and measure outcome and consequences of design; and much more. Fast-track career progression is a key focus of FDM, and our program will put you on a pathway that could grow into leadership roles working within multinational organizations.
No previous qualifications or STEM Field experience is required.
Benefits
A chance to work for some of the most prestigious companies in the world.
Opportunity to earn professional certifications related to your career path.
Two-year contract in industry.
Continuous career support and upskilling from FDM.
Comprehensive and competitive benefits package.
Access to a network of mentors and like-minded individuals.
Industry recognized paid training.
About the FDM Career Development Program
FDM’s Career Development Program is a great way for students to enter the job market upon graduation. At FDM, we train the brightest talent to become the innovators of tomorrow. Technology makes the world a better place and we believe passion, drive and curiosity are what you need to have a successful career in tech. This is why we do not require any previous experience to join FDM’s Career Development Program.
FDM’s two-year program begins with training in one of our career streams in business and technology that are in high demand in the job market. We will provide you with the industry-specific technical and professional skills you need in your chosen stream, after which you will start working as an FDM Consultant with our globally recognized clients.
Upon completion of the program, many graduates see their journey with FDM culminating in an accelerated career progression, better placing them to apply for senior roles within the industry.
Diversity and Inclusion
Diversity and inclusion are at the heart of what we value as an organization. FDM is a globally recognized organization with centers across seventeen countries globally. We are proud to celebrate our employee backgrounds consisting over 90 nationalities.
FDM Group is an Equal Opportunity Employer and all qualified applicants will receive consideration for employment without regard to race, colour, religion, sex, sexual orientation, national origin, age, disability, veteran status or any other status protected by federal, provincial or local laws.
#INDFDM
About You
Minimum Qualifications
Degree or Diploma (preferably in Computer Science, Engineering, Mathematics, or similar).
A natural aptitude for technology and a strong desire to expand your technical skill set.
Able to commit to work for FDM for a minimum of two years working as an FDM consultant following the training period.
Eligible to work in Canada."
22,"Software Development Engineer , Amazon Robotics",Amazon Dev Centre Canada ULC,3.5,"Toronto, ON
+63 locations","Posted
Posted 30+ days ago","2+ years of non-internship professional software development experience
Programming experience with at least one modern language such as Java, C++, or Python including object-oriented design
1+ years of experience contributing to the architecture and design (architecture, design patterns, reliability and scaling) of new and current systems

Job summary Are you inspired by invention? Is problem solving through teamwork in your DNA? Do you like the idea of seeing how your work impacts the bigger picture? Answer yes to any of these and you’ll fit right in here at Amazon Robotics. We are a smart team of doers that work passionately to apply cutting edge advances in robotics and software to solve real-world challenges that will transform our customers’ experiences in ways we can’t even image yet. We invent every day. We are Amazon Robotics and we will give you the tools and support you need to invent with us in ways that are rewarding, fulfilling and fun. This is an exciting opportunity for a skilled, experienced software engineer to join the Amazon Robotics Workcell Infrastructure team in Toronto, Canada. You will join a team that is building the technology that allows Amazon to quickly and efficiently integrate, control, and operate all types of robotics and machine automation equipment in the Industrial Internet of Things (IIoT) running at the core of Amazon's fulfillment operations. You will help build and evolve new automation-software infrastructure that will be used by teams across Amazon to build flexible and resilient systems for communicating and coordinating the work of robots and smart devices.
BS/MS in Computer Science, Math, or other algorithmic-centric discipline or equivalent experience
Demonstrated ability to design, implement, and test software in a fast-paced environment
Experience with multithreading and concurrency
Self-motivated and able to solve problems independently
Strong communication skills, ability to work well in a team environment
Experience with modern tools and environments (e.g., XML, web services, version control systems, bug/issue tracking tools)
Experience and knowledge in building software for large scale industrial systems

Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, disability, age, or other legally protected status. If you would like to request an accommodation, please notify your Recruiter."
23,Software Engineering Intern,Texas Instruments,4.1,"Toronto, ON","Posted
Posted 21 days ago","We can't predict what the future holds, but we know Texas Instruments will have a part in shaping it.
As a Software Engineering Intern, you’ll become a key contributor where your skills and input make a big difference. In this role, you’ll design embedded software and development tools that will be used to test products. You’ll write code that tells chips how to operate in revolutionary new ways.
Texas Instruments (TI) is the world leader in Digital Signal Processors (DSP), Microcontroller (MCU) solutions and Analog Chips. With these technologies TI is fueling today's fastest-growing markets, from telecommunications, video conferencing, medical, safety and security to industrial automation, renewable energy and motor controls.

At TI Toronto we develop the industry's most comprehensive integrated development environments: Code Composer Studio and Code Composer Studio Cloud. Code Composer Studio desktop is based on the Eclipse open-source platform and our TI Cloud Tools (dev.ti.com) are Node.js based.

As a developer on our Toronto team, you'll become a contributor where your skills and input impact TI products and customers. In this role your contributions will enable Texas Instruments to deliver quality desktop and cloud products to customers for implementing, debugging and analyzing embedded software solutions.
You will work in a dynamic environment and interact with other global teams and will get opportunities to get hands-on experience with industry leading embedded systems and tools.

Are you an innovative individual?
Do you pride yourself on advanced and innovative software development techniques?
Are you technically savvy?
Are you a communicative team player?
Are you versatile and flexible?
Do you want to work for a company that is at the cutting edge of the latest technologies?

If you answered yes to all of the above, then please submit your application to our Toronto team. We have a small company environment with all the resources of a large multi-national corporation. TI Toronto combines an exceptional workspace with a dynamic culture that creates many opportunities for its employees. Our casual and dynamic working environment is located in downtown Toronto and is easily accessible by subway, streetcar, and GO Transit.
What You Will Gain:
Gain experience with desktop and cloud-based embedded tooling.
Work side-by-side with a team of experienced developers on cutting edge technologies.
Exposure to embedded devices.
Put your talent to work with us as a Software Engineering Intern – change the world, love your job!
Texas Instruments will not sponsor job applicants for visas or work authorization for this position.

Minimum Requirements:
Currently pursuing a undergraduate or graduate degree in Computer Engineering, Computer Engineering, Computer Science, Mathematics or related field
Cumulative 3.0/4.0 GPA or higher
Knowledge of software engineering processes and the full software development lifecycle
Knowledge of at least one software engineering language
Preferred Qualifications:
Programming skills in one or more of Java, Javascript, Python, Linux/UNIX shell scripting, C++ would be useful
Knowledge and experience working in Windows, Linux and mac OS environments would be useful
Experience with JavaScript, HTML, Node.js, CSS, React and JQuery would be useful
Demonstrated strong analytical and problem solving skills
Strong written and verbal communication skills
Ability to work in teams and collaborate effectively with people in different functions
Strong time management skills that enable on-time project delivery
Demonstrated ability to build strong, influential relationships
Ability to work effectively in a fast-paced and rapidly changing environment
Ability to take the initiative and drive for result
About Texas Instruments
As a global semiconductor company, we design, manufacture, test and sell analog and embedded processing chips to nearly 100,000 customers. Our products enable electronics everywhere and in things you experience every day - from health care, smart homes and connected cars to drones, smart phones and more. Our passion to create a better and more sustainable world by making electronics more affordable through semiconductors drives us to make our technology smaller, more efficient, more reliable and more affordable.

Texas Instruments is an equal opportunity employer and supports a diverse, inclusive work environment.

If you are interested in this position, please apply to this requisition."
24,DevOps/AWS Engineer,Odiseus Software,404,"Remote in Toronto, ON","Employer
Active 3 days ago","Entry Level preferred.....
Please contact ASAP
With a detailed reflection on AWS DevOps engineer roles, it is time to list out their notable responsibilities as follows.
Deployment, automation, management, and maintenance of AWS cloud-based production system.
Ensuring availability, performance, security, and scalability of AWS production systems.
Management of creation, release, and configuration of production systems.
Evaluation of new technology alternatives and vendor products.
System troubleshooting and problem resolution across various application domains and platforms.
Pre-production acceptance testing for quality assurance.
Provision of critical system security by leveraging best practices and prolific cloud security solutions.
Providing recommendations for architecture and process improvements.
Definition and deployment of systems for metrics, logging, and monitoring on AWS platform.
Designing, maintenance and management of tools for automation of different operational processes.
Thanks and Regards
Prahlika Ravada
Ph: +1 778 803 7614
www.odiseussoftware.com
Job Types: Full-time, Fixed term contract
Contract length: 12 months
Salary: $100,000.00 per year
Benefits:
Housing allowance
Language training provided
Work from home
Schedule:
Day shift
Weekend availability
Supplemental pay types:
Bonus pay
Overtime pay
Ability to commute/relocate:
Toronto, ON: reliably commute or plan to relocate before starting work (required)
Experience:
DevOps: 1 year (preferred)
Speak with the employer
+91 +1 778 803 7614"
25,Toronto - Junior Software Developer,FDM Group,3.0,"Toronto, ON","Posted
Posted 30+ days ago","About The Role
Find out about FDM’s Coronavirus (COVID-19) preparations here.
Note: Please only submit one application, even if you are interested in more than one opportunity. A recruiter will speak to you about all options available after we review your application. Please note this role is part of our graduate program.
Our people are our passion at FDM. That’s why we make your training and career growth a priority. Since 2014, we have launched the careers of over 1,000 junior software developers in Canada. FDM is currently seeking numerous ambitious and driven candidates with the aptitude for IT to work as FDM consultants. We help people like you make their first step into tech every day. Are you ready to make yours?
About This Role
As a Junior Software Developer with FDM, you will undergo industry specific training and continue your career journey as an FDM consultant by working for one of our globally recognized clients. Some common positions you could take on include Front-end Developer, Back-end Developer, Full Stack Developer, DevOps Engineer and more.
As a Software Developer your main role will be to solve problems, upgrade existing systems and improve efficiency for the overall success of large software development projects. You will use your coding and creative thinking skills to impact the development and delivery of technological solutions for businesses. Your range of responsibilities will include writing, developing, testing and reviewing code in order to optimize existing applications and fixing defects.
This position is ideal for final year students hoping to secure an entry-level job upon graduation. No previous qualifications or STEM Field experience is required.
Benefits
A chance to work for some of the most prestigious companies in the world.
Opportunity to earn professional certifications related to your career path.
Two-year contract in industry.
Continuous career support and upskilling from FDM.
Comprehensive and competitive benefits package.
Access to a network of mentors and like-minded individuals.
Industry recognized paid training.
About the FDM Career Development Program
FDM’s Career Development Program is a great way for students to enter the job market upon graduation. At FDM, we train the brightest talent to become the innovators of tomorrow. Technology makes the world a better place and we believe passion, drive and curiosity are what you need to have a successful career in tech. This is why we do not require any previous experience to join FDM’s Career Development Program.
FDM’s two-year program begins with training in one of our career streams in business and technology that are in high demand in the job market. We will provide you with the industry-specific technical and professional skills you need in your chosen stream, after which you will start working as an FDM Consultant with our globally recognized clients.
Upon completion of the program, many graduates see their journey with FDM culminating in an accelerated career progression, better placing them to apply for senior roles within the industry.
Diversity and Inclusion
Diversity and inclusion are at the heart of what we value as an organization. FDM is a globally recognized organization with centers across seventeen countries globally. We are proud to celebrate our employee backgrounds consisting over 90 nationalities.
FDM Group is an Equal Opportunity Employer and all qualified applicants will receive consideration for employment without regard to race, colour, religion, sex, sexual orientation, national origin, age, disability, veteran status or any other status protected by federal, provincial or local laws.
#INFDM
About You
Minimum Qualifications
Degree or Diploma (preferably in Computer Science, Engineering, Mathematics, or similar)
A natural aptitude for technology and a strong desire to expand your technical skill set.
Exposure or familiarity with one or more programming languages (Python, JavaScript, Java, C, C++, C#).
Exposure to one or more operating systems (Microsoft, Linux).
Understanding of database and SQL.
Able to commit to work for FDM for a minimum of two years working as an FDM consultant following the training period.
Eligible to work in Canada."
26,computer programmer,Fintelics Technology Inc,404,"Remote in North York, ON","Posted
Posted 2 days ago","Work setting
Startup company
Consulting firm
Tasks
Write, modify, integrate and test software code
Maintain existing computer programs by making modifications as required
Identify and communicate technical problems, processes and solutions
Prepare reports, manuals and other documentation on the status, operation and maintenance of software
Assist in the development of logical and physical specifications
Workplace information
Remote work available"
27,"Software Developer (New Grad), Fall 2022 Start",BMO Financial Group,3.8,"Toronto, ON","Posted
Posted 30+ days ago","YSC - 2 Sheppard Avenue East Toronto Ontario,M2N 5Y7
Understands that the success of a developer is to understand the core business processes of the business unit and business requirements as well as the architecture patterns and technology strategy (e.g., Transformation, SmartCore, DevOps). Conceive and write detailed software implementations/code while ensuring that their code/configurations adhere to the security, logging, error handling, and performance standards and non-functional requirements. Writes, configures, and integrates code to create the software that aligns with architecture patterns and technology strategy. Understands the implications of various components (including technology strategy & architecture) to the overall design of a program, system, or eco-system. Evaluates new technologies for fit with the program/system/eco-system and the associated upstream and downstream impacts on process, data, risk (e.g., security). Works toward the objective of defect free software. Ensures that systems functionally meet requirements, align with architecture and promote the development of common assets. Supports the resolution of production issues and problems. Makes recommendations to improve BMO processes & systems.
Supports research and development of development frameworks, and definition of standards.
Leads and implements initiatives as required to deliver business objectives.
Conducts independent analysis and assessment to resolve strategic issues.
Builds effective relationships with internal/external stakeholders and ensures alignment.
Monitors and tracks performance, and addresses any issues.
Reviews the work of other team members as required.
Provides input into the planning and implementation of operational programs.
Decomposes business requirements and translates them into detailed design specifications and code.
Interacts with key business & technology stakeholders to define, analyze, and deliver requirements that reflect the needs of both the business and end-customers.
Assesses the costs and benefits for different solutions and recommend/decide on appropriate designs.
Designs solutions, writes code, performs unit testing, develops appropriate artefacts / documentation, and facilitates final delivery.
Supports production issues, includes independently completing root-cause analysis and diagnosis.
Devises new algorithms and data structures for target environment and platform attributes in alignment with architectural patterns.
Builds solutions that are supportable, scalable and achieve our aspiration of common assets.
Recommends or automates approaches to streamline and integrate technological processes and/or systems to improve operational efficiency and effectiveness.
Supports the management of specific project deliverables & outcomes.
Identifies opportunities to strengthen the development capability, such as: sharing expertise to promote technical development, mentoring employees, building communities of practice and networks.
Stays abreast of industry technical and business trends through participation in professional associations, practice communities & individual learning.
Focus is primarily on business/group within BMO; may have broader, enterprise-wide focus.
Exercises judgment to identify, diagnose, and solve problems within given rules.
Works independently on a range of complex tasks, which may include unique situations.
Broader work or accountabilities may be assigned as needed.
Qualifications:
Typically 2-4 years of work experience in IT or business environment and/or B.S./B.A. in computer science, engineering, information systems, math or business
Proficient level of knowledge in domain.
Knowledge of software development practices, concepts, and technology obtained through formal training and/or work experience.
Knowledge of required programming languages and can code with little oversight.
Knowledge of technical/business environment and processes.
Understand functional aspects and technical behavior of the underlying operating system, development environment, and deployment practices.
Have facility with and understanding of the ecosystem that code operates in.
Technical proficiency gained through education and/or business experience.
Verbal & written communication skills - In-depth.
Collaboration & team skills - In-depth.
Analytical and problem solving skills - In-depth.
Influence skills - In-depth.
Data driven decision making - In-depth.
We’re here to help
At BMO we are driven by a shared Purpose: Boldly Grow the Good in business and life. It calls on us to create lasting, positive change for our customers, our communities and our people. By working together, innovating and pushing boundaries, we transform lives and businesses, and power economic growth around the world.
As a member of the BMO team you are valued, respected and heard, and you have more ways to grow and make an impact. We strive to help you make an impact from day one – for yourself and our customers. We’ll support you with the tools and resources you need to reach new milestones, as you help our customers reach theirs. From in-depth training and coaching, to manager support and network-building opportunities, we’ll help you gain valuable experience, and broaden your skillset.
To find out more visit us at https://jobs.bmo.com/ca/en
BMO is committed to an inclusive, equitable and accessible workplace. By learning from each other’s differences, we gain strength through our people and our perspectives. Accommodations are available on request for candidates taking part in all aspects of the selection process. To request accommodation, please contact your recruiter.
Note to Recruiters: BMO does not accept unsolicited resumes from any source other than directly from a candidate. Any unsolicited resumes sent to BMO, directly or indirectly, will be considered BMO property. BMO will not pay a fee for any placement resulting from the receipt of an unsolicited resume. A recruiting agency must first have a valid, written and fully executed agency agreement contract for service to submit resumes."
28,"Software Developer Intern, PhD, Summer 2023",Google,4.3,"Toronto, ON","Posted
Posted 25 days ago","Please complete your application before February 24th, 2023.
Participation in the internship program requires that you are located in Canada for the duration of the internship program.
This internship is intended for students who are currently pursuing a PhD degree program in Computer Science or a related field with an anticipated graduation date on or after December 2023, depending on their program and unique circumstances.
To start the application process, you will need an updated CV or resume and a current unofficial or official transcript in English. Click on the “Apply” button on this page and provide the required materials in the appropriate sections (PDFs preferred):
1. In the “Resume Section:” attach an updated CV or resume.
2. In the “Education Section:” attach a current or recent unofficial or official transcript in English.
Under “Degree Status,” select “Now attending” to upload a transcript.

Note: By applying to this position you will have an opportunity to share your preferred working location from the following: Waterloo, ON, Canada; Toronto, ON, Canada.
Minimum qualifications:
Pursuing a PhD degree program in Computer Science, or related technical field.
Experience programming in one or more of the following: C/C++, Java, or Python.

Preferred qualifications:
Currently attending a degree program in Canada and available to work full time for a minimum of 12 weeks outside of university term time.
Returning to a degree program after completion of the internship.
Experience in computer science, with knowledge in data structures, algorithms, and software design.
Programming experience in one or more of the following: C/C++, C#, Java, JavaScript, Python Objective C, Go, or similar.
Research experience in Algorithms, Architecture, Artificial Intelligence, Compilers, Database, Data Mining, Distributed Systems, Machine Learning, Networking, or Systems.
About the job
Join us for a unique 12-14 week paid internship that offers personal and professional development, an executive speaker series, and community-building. The Software Engineering Internship program will give you an opportunity to work on complex computer science solutions, develop scalable, distributed software systems, and also collaborate on multitudes of smaller projects that have universal appeal.

We offer a range of internships in either Software Engineering or Site-Reliability Engineering across North America, including the US and Canada. Our recruitment team will determine where you fit best based on your resume.
Software Developer Intern:
As a key member of a versatile team, you will work on a specific project critical to Google’s needs. We need our engineers to be versatile, and enthusiastic in addressing problems as we continue to push technology forward. You will design, test, deploy, and maintain software solutions as you grow and evolve during your internship.
Site Reliability Intern:
Our engineers create, fix, extend, and scale the code to keep it working and to harden it against all the bad actors of the internet. We drive reliability and performance on a massive scale. You will work on software development projects to keep important business generating-critical systems up and running, from code-level troubleshooting of traffic anomalies to maintenance of our services, from monitoring and alerts to building automation infrastructure.
Google is and always will be an engineering company. We hire people with a broad set of technical skills who are ready to address some of technology's greatest challenges and make an impact on millions, if not billions, of users. At Google, engineers not only revolutionize search, they routinely work on massive scalability and storage solutions, large-scale applications and entirely new platforms for developers around the world. From Google Ads to Chrome, Android to YouTube, Social to Local, Google engineers are changing the world one technological achievement after another.
Responsibilities
Create and support a productive and innovative team including working with peers, managers, and teams.
Develop scripts to automate routine tasks.
Analyze information and evaluate results to choose the best solution to effectively solve challenges.
Apply knowledge gained in computer science courses to real world challenges.
Google is proud to be an equal opportunity workplace and is an affirmative action employer. We are committed to equal employment opportunity regardless of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender identity or Veteran status. We also consider qualified applicants regardless of criminal histories, consistent with legal requirements. See also Google's EEO Policy and EEO is the Law. If you have a disability or special need that requires accommodation, please let us know by completing our Accommodations for Applicants form."
