170,assignments
171,management guidance
172,going evaluation
173,current processes
174,guidance
175,recommendations
176,team overall performance
177,extensive sql query
178,tableau dashboard reporting
179,ad hoc analytics
180,design
181,development
182,data sources
183,business requirements
184,reporting objects
185,must experience
186,knowledge
187,skills
188,abilities
189,undergraduate degree
190,technical certificate
191,equivalent business experience
192,years
193,experience
194,various data sources
195,relational databases
196,analytical findings
197,superior skills
198,sql excellent communication skills
199,proven ability
200,technical highly complex information
201,strong time management skills ability
202,workload
203,order
204,quality results
205,timelines
206,strong analytical conceptual thinking skills
207,proven ability
208,data
209,spot patterns
210,anomalies
211,insight
212,emphasis
213,wellness meeting free fridays
214,mf
215,company wide holiday closure
216,thrive
217,hybrid remote model learning development programs
218,resources
219,unlimited free access
220,linkedin learning eap
221,employee assistance program
222,educational assistance recognition program employee perk program
223,incredible discounts
224,vendors
225,exclusive banking offers
226,bmo
227,employee inclusive groups
228,eigs
229,black employee network
230,moneris immigrants society
231,slgbtqia eig
232,integral part
233,moneris team
234,finance department
235,analytical critical thinkers
236,five key functions
237,controllership
238,financial planning
239,analysis
240,fp
241,corporate data analytics
242,treasury
243,mission
244,insights
245,key analytics
246,trends
247,teams
248,right business decisions
249,assets
250,moneris
251,sufficient funds
252,operations
253,merchant settlements
254,growth
255,careers hub
256,life
257,moneris
258,applications
259,indigenous peoples
260,colour
261,disabilities
262,genders
263,indoth job type
264,full time benefits
265,company
266,employee assistance program extended health care rrsp match store discount
267,full time role
268,cota cota
269,profit
270,adults
271,mental health cognitive challenges
272,communities
273,years
274,person centred support
275,individuals
276,inspiration
277,hope
278,meaningful change
279,lives
280,funders
281,partners
282,stakeholders
283,provincial health social service systems
284,positive change
285,way
286,services
287,individuals
288,mental health cognitive challenges
289,dynamic innovative professional
290,delivery
291,recovery oriented client
292,family
293,comprehensive services
294,manner
295,client needs
296,quality improvement framework
297,opportunities
298,client outcomes
299,excellent support
300,clients
301,team role overview data analyst
302,data collection
303,analysis
304,generation
305,order
306,various aspects
307,cota operations
308,compliance obligations
309,quality improvement ambitions
310,strategic planning
311,position
312,tracking
313,pertinent information
314,cota transition aged youth tay program
315,cota wide data analyst tasks
316,projects
317,senior leadership
318,director mccss funded services
319,chief executive officer
320,duties
321,responsibilities
322,position
323,tay specific tasks
324,analytics
325,capacity
326,demand
327,transfer payment sector data collection
328,tay service location region
329,key data sets
330,present client profile demographics development
331,prioritization tool
332,tay clients
333,transition
334,adult services report
335,program flow
336,targets
337,tay client transitions
338,adult services
339,develop data elements
340,average costs
341,placement
342,placement breakdowns
343,modification
344,enhancement
345,cota
346,current quality assurance measure audit tool support quality
347,risk specialist
348,data
349,trends
350,serious occurrence reports
351,private operators
352,external stakeholders
353,quarterly tay performance dashboard report cota wide tasks
354,reports
355,various performance indicators
356,measures
357,data
358,statistical reports
359,funders
360,programmatic strategic decisions
361,quality improvement initiatives
362,organization liaising
363,cota electronic health record vendor
364,design improvements
365,data integrity issues
366,system
367,needs
368,regular electronic health record data audits
369,data integrity
370,timely resolution
371,data inconsistences
372,implementation
373,mitigation strategies
374,future errors
375,thorough documentation
376,system standards
377,practices
378,processes
379,duties
380,assigned responsibilities
381,adheres
382,cota policies
383,procedures
384,established applicable program guidelines
385,procedures
386,practices
387,adheres
388,applicable legislation
389,particular ontario human rights code complies
390,health safety policies
391,procedures
392,protection
393,workers
394,clients
395,health safety concerns
396,incidents
397,works
398,clients
399,team members
400,management
401,service providers
402,external stakeholders ensures
403,confidentiality
404,clients
405,employees
406,cota information
407,times
408,related delegated duties
409,assigned summary
410,qualifications
411,knowledge
412,skills
413,understanding
414,health policy environment
415,profit
416,management information systems mis software
417,ohrs
418,demonstrated ability
419,special studies projects
420,independent judgment
421,initiative
422,use
423,corporate productivity tools
424,package strong data reporting
425,statistical analysis
426,presentation skills
427,proven ability
428,internal external stakeholders excellent organizational communication interpersonal skills
429,proven ability
430,individual organizational systems level sound problem solving skills strong communication skills
431,experience
432,technical information
433,practical language
434,stakeholders
435,varying degrees
436,technical proficiency advanced microsoft office skills
437,education
438,experience
439,years
440,experience
441,statistical analysis
442,measurement
443,evaluation
444,either undergraduate degree college diploma
445,computer science
446,related field health information management
447,complex information systems
448,data analytics
449,client statistical reporting requirements
450,majority
451,working hours
452,regular business hours
453,flexibility
454,reports
455,accordance
456,due dates
457,cota covid
458,vaccination status disclosure policy proof
459,full covid vaccination status
460,pre
461,condition
462,employment application details
463,cover letter
464,current resume
465,one file
466,october th
467,human resources
468,e
469,mail
470,reference
471,cota values commitment cota core values
472,hope
473,respect
474,dedication
475,collaboration
476,innovation
477,centre
478,equal opportunity employer
479,experienced workforce
480,cota commitment
481,everyone contributions
482,respect
483,everyone dignity
484,unique experience
485,potentials
486,cota
487,acts
488,discrimination
489,harassment
490,grounds
491,human rights legislation
492,commitment
493,hiring process
494,course
495,employment
496,cota accessibility statement cota
497,principles
498,accessibility
499,ontarians
500,disabilities act
501,aoda
502,entire hiring process
503,accommodations
504,applicants
505,disabilities
506,recruitment related accommodation
507,hr department
508,e
509,mail
510,additional information covid announcement
511,current pandemic
512,cota
513,parts
514,hiring process
515,part
516,agile workforce
517,cota staff
518,operational needs
519,essential services
520,cota
521,scent free environment
522,staff
523,visitor
524,sites
525,fragrances
526,scented personal care products
527,e perfumes
528,deodorants
529,lotions
530,hairspray
531,high volumes
532,interests
533,interview
534,job types
535,permanent salary
536,hour benefits
537,company pension dental care disability insurance employee assistance program extended health care life insurance rrsp match schedule
538,hour shift education
539,ontario health
540,candidates
541,first nations
542,métis
543,inuit
544,urban indigenous
545,members
546,slgbtqia communities
547,trans
548,nonbinary
549,difference
550,career
551,opportunity
552,analyst
553,development
554,primary data analysis
555,ontario health administrative databases
556,concise set
557,evidence based guidance
558,associated quality indicators
559,ontario health
560,topics
561,high priority areas
562,quality improvement
563,analyst
564,quality indicators
565,currently available provincial datasets
566,advice
567,local measurement
568,new data collection
569,provincial data elements
570,analyst
571,research data analytical skills
572,knowledge
573,ontario health care data
574,analyses
575,administrative clinical data
576,areas
577,ontario health system
578,quality gaps
579,current practice
580,optimal care
581,analyst
582,descriptive analyses
583,populations
584,service areas
585,interest
586,regional institutional variations
587,utilization
588,outcomes
589,data
590,practice patterns
591,performance
592,health systems
593,data analyst
594,findings
595,relevant existing published research
596,primary data analysis
597,analyst
598,development
599,analytical methodology
600,health administrative clinical data sources
601,internal external facing informational products
602,actionable insights
603,quality improvement
604,performance management
605,part
606,role
607,analyst
608,cross functional teams
609,stakeholders
610,technical knowledge
611,analysis requirements
612,indicator development
613,data
614,initiatives
615,quality division
616,collaboration
617,lead
618,senior analyst
619,analyst
620,information
621,program areas
622,ontario health
623,external stakeholders
624,subject matter experts
625,organizations
626,contributes
627,ontario health
628,mission
629,meaningful improvement
630,health care
631,use
632,analytics
633,evidence
634,unwarranted variation
635,care
636,expert guidance
637,health care administrative databases
638,ontario
639,advice
640,measurable areas
641,quality improvement
642,quality standard topics
643,projects analysis
644,content development
645,analysis
646,different sources
647,administrative clinical data
648,broad spectrum
649,health care topics
650,quantitative analysis
651,ontario health administrative data
652,intellihealth
653,cihi portal applications inform
654,primary ontario data analysis
655,peer reviewed research
656,literature
657,topic area
658,accessible presentations
659,analysis methods
660,results
661,conclusions
662,wide range
663,audiences
664,clinicians
665,administrators
666,policy makers
667,patients
668,families
669,caregivers
670,experts
671,available information
672,available provincial data sources
673,key areas
674,suitability
675,measurement
676,key quality statements
677,gaps
678,available data elements
679,measurement
680,options
681,gaps
682,provincial local levels coordination collaboration
683,quality division colleagues
684,analytics
685,colleagues
686,clinical guidelines
687,literature
688,quality statements
689,summarize
690,preparation
691,documents
692,presentation material
693,data analysis
694,measurement related content
695,presentations
696,tools
697,products
698,quality standards
699,implementation supports development
700,recommendations
701,quality indicators supports
702,mapping
703,recommended indicators
704,existing data sources
705,recommendations
706,data collection
707,support calculation
708,quality indicators
709,ontario health
710,external reporting platforms
711,e g public reporting
712,quality improvement plans
713,personalized reporting vehicles
714,relationship management
715,relationships
716,colleagues
717,team
718,organization
719,business operations activities
720,research needs
721,information
722,assistance
723,methodologies
724,results
725,coordinates
726,internal external stakeholders
727,project activities
728,collaborates
729,internal colleagues
730,projects
731,time
732,budget
733,undergraduate degree
734,health services research
735,epidemiology
736,health
737,sciences
738,biostatistics
739,mathematics
740,statistics
741,another relevant discipline
742,master preferred years
743,experience
744,research analytical techniques experience
745,statistical packages
746,sas
747,stata
748,r
749,preferred experience
750,administrative clinical data
751,ontario setting experience
752,intellihealth
753,cihi portal
754,similar health care data analysis platforms
755,knowledge
756,health indicators
757,e g definitions reporting periods populations preferred knowledge
758,data quality methodologies experience
759,microsoft office software
760,applications
761,excel
762,word
763,powerpoint knowledge
764,skills
765,expert knowledge
766,ontario health care data
767,analyses
768,administrative clinical data
769,areas
770,ontario health system
771,quality gaps
772,current best practice
773,optimal care
774,understanding
775,health equity
776,social determinants
777,health
778,impacts
779,health outcomes
780,different populations
781,experience
782,health equity data
783,patient experiences
784,outcomes
785,specific populations
786,asset
787,strong interpersonal relationship building skills
788,demonstrated experience
789,relationships
790,consensus
791,diverse stakeholders
792,novel thinker
793,innovative ideas
794,solutions strong attention
795,detail
796,accuracy demonstrated initiative
797,independence
798,appropriate action
799,organizational needs ability
800,opinions
801,evidence
802,ways
803,means
804,principles
805,goals ability
806,colleagues
807,stakeholders
808,public
809,different disciplines
810,varying degrees
811,technical experience capacity
812,rapid pace work environment ability
813,tasks
814,timely manner
815,high quality results employment type
816,permanent full time paygrade
817,zone
818,b location
819,ontario
820,change
821,applicants
822,resident
823,ontario
824,roles
825,ontario health
826,september
827,applicants
828,us
829,accommodation
830,application interview process
831,someone
832,instructions
833,high level
834,attention
835,detail
836,cover letter
837,experience
838,microsoft excel
839,local market research start
840,jr research analyst
841,strong excel skills
842,downtown toronto
843,team
844,full time employees
845,several part time remote workers
846,solid customer base
847,brand
848,coming years
849,ground floor
850,room
851,advancement
852,opportunity
853,personal skills
854,role
855,projects
856,wide variety
857,tier companies
858,north america
859,array
860,survey consulting services
861,reporting models
862,frameworks
863,data
864,actionable results
865,contributions
866,program developments
867,design
868,online surveys
869,clients update clients
870,survey progress assist troubleshoot
871,inquiries
872,complex data research outcomes
873,engaging actionable formats
874,clients
875,exceptionally strong research design
876,core analytical skills filter
877,clean data
878,computer reports
879,printouts
880,performance indicators
881,small team
882,business
883,information
884,needs locate
885,new process improvement opportunities
886,university degree
887,business
888,economics
889,information management
890,statistics
891,solid working knowledge
892,excel
893,pivot tables
894,filters
895,graphing
896,picture
897,tools
898,macros
899,strong report
900,detail
901,detail
902,proven organizational skills
903,ability
904,multiple tasks
905,simultaneous projects
906,great communication
907,storytelling skills
908,html css coding skills
909,added bonus job types
910,permanent salary
911,year benefits
912,schedule
913,hour shift expected start date
914,data analyst
915,operational support
916,team
917,lawyers
918,team enterprise initiatives
919,database services
920,candidate
921,cleaning
922,interpreting
923,data
924,different approaches
925,business intelligence tools
926,data analysis
927,candidate
928,business
929,key insights
930,better informed successful decision making
931,transformation
932,raw data
933,meaningful statistics
934,information
935,explanations experience
936,large technology enterprise minimum years experience
937,excel based analysis min years experince
938,macros working knowledge
939,microsoft access sql skills job type
940,full time salary
941,year schedule
942,hour shift ability
943,oh
944,work
945,required experience
946,sql
947,year
948,preferred
949,join
950,team metro supply chain
951,strategic supply chain solutions partner
952,world fastest growing recognizable organizations
953,customers business
954,innovative real world solutions
955,culture
956,communities
957,environment
958,team
959,years
960,significant operation
961,sites
962,north america
963,europe
964,team members
965,embracing driving change
966,success
967,every level
968,business
969,new technologies
970,products
971,best talent
972,company
973,responsibilities
974,insightful business intelligence
975,supply chain distribution centres
976,transportation teams
977,time critical businesses
978,globally strong strategic thinking execution skills
979,effective communication style
980,demonstrated ability
981,teams
982,insightful business analytics
983,distribution centres
984,transportation
985,contract packaging
986,time critical teams
987,historical data
988,decision
989,descriptive analytics
990,predictive modeling
991,competitive advantage
992,customer data
993,performance picture
994,boxes
995,point
996,b work
997,key business partners
998,opportunities
999,transformational business growth initiatives
1000,customer
1001,shareholder value
1002,targets
1003,company senior leadership
1004,qualifications
1005,university college degree
1006,data science analytics
1007,engineering
1008,related field recent graduate
1009,years
1010,relevant experience
1011,exposure
1012,data visualization tools
1013,powerbi
1014,tableau
1015,interactive reports
1016,different audiences
1017,calculated kpis
1018,metrics
1019,complex formulas data mining capabilities
1020,ability
1021,data
1022,actionable insight
1023,recommendations
1024,continuous improvement problem
1025,ability
1026,business objectives core competencies
1027,high performing motivated individual
1028,environment
1029,change
1030,ambiguity
1031,evolving strategy
1032,building
1033,launching
1034,initiatives strategies
1035,results
1036,organization
1037,customer
1038,effective communication style
1039,demonstrated ability
1040,teams
1041,strategic thinker
1042,strong execution skills problem solvers
1043,ability
1044,business objectives
1045,strong business acumen
1046,data
1047,numbers
1048,life
1049,excellent analytical visualization skills project management
1050,humble intelligence
1051,confidence
1052,great attitude
1053,ability
1054,sleeves
1055,team members
1056,hands capacity
1057,us
1058,opportunity
1059,career
1060,growing company
1061,family life disability insurance wellness programs
1062,family
1063,well retirement savings program
1064,company match employee appreciation day company
1065,social events community volunteering leaders
1066,development
1067,opportunities
1068,dynamic collaborative progressive high performing team flexible work life balance options opportunities
1069,challenging work
1070,progressively greater accountabilities
1071,diverse workplace
1072,people
1073,applications
1074,qualified individuals
1075,accommodation
1076,special ability
1077,recruitment process
1078,member
1079,human resources team
1080,hp
1081,responsibilities
1082,monthly report generation gathering project status
1083,program management consultants
1084,adhoc tasks skills
1085,excel
1086,familiarity
1087,pivot tables
1088,vlookups
1089,macros vba good communication skills customer facing experience takes initiatives job type
1090,fixed term contract schedule
1091,hour shift
1092,past months
1093,toronto foundation
1094,student success
1095,tfss
1096,digital transformation
1097,data management capabilities
1098,insight driven strategies
1099,actions
1100,digitally enabled technology architecture
1101,staff
1102,digital tools
1103,data
1104,services
1105,pandemic
1106,opportunity
1107,full time position
1108,growth
1109,need
1110,data
1111,insight driven strategies
1112,actions
1113,need
1114,data analyst
1115,digital transformation services director
1116,management
1117,right technical capabilities
1118,business requirements
1119,data analysis
1120,right values
1121,mindset
1122,resulting digital data analysis
1123,services
1124,agile influenced approach
1125,digital transformation
1126,following cloud based platforms
1127,business operations
1128,data management needs
1129,data analyst
1130,digital transformation services director
1131,business data requirements
1132,digital transformation plan
1133,key stakeholders
1134,team members
1135,documentation
1136,existing new technologies
1137,microsoft
1138,users
1139,training staff
1140,better practices
1141,cloud storage
1142,document sharing
1143,organization requirements
1144,digitally enabled processes
1145,data analytics
1146,reporting
1147,services
1148,required business processes
1149,user stories
1150,data models
1151,reports
1152,dashboards
1153,impact
1154,regulatory compliance requirements
1155,management
1156,sensitive personal data
1157,design
1158,testing
1159,digital solutions
1160,project management office
1161,user stories
1162,solution enhancements
1163,train
1164,users
1165,digital solution
1166,tools
1167,data management
1168,reporting
1169,analytic needs
1170,skilled dedicated team
1171,roles
1172,organizational functions
1173,core
1174,success
1175,organization
1176,stakeholders
1177,organization
1178,set
1179,business processes
1180,data management reporting requirements
1181,date
1182,relevant data modeling techniques data analytics tools
1183,microsoft dataverse platform
1184,power bi
1185,equivalent low code
1186,code data management
1187,reporting
1188,analysis solutions
1189,ability
1190,story
1191,data
1192,day
1193,organization
1194,ability
1195,work
1196,value
1197,others
1198,organization wide engagement
1199,excitement
1200,role
1201,position
1202,someone
1203,strong leadership
1204,career
1205,date
1206,organization
1207,data management
1208,analytics
1209,goals
1210,student needs
1211,funders
1212,evidence
1213,impact
1214,programs
1215,services
1216,needs
1217,us
1218,years
1219,relevant data analysis experience
1220,new technologies
1221,tools
1222,questions
1223,organizational requirements
1224,needs
1225,organization
1226,technologically sensible data management analytics solutions
1227,training
1228,organizational change
1229,digital transformation
1230,process
1231,others
1232,journey
1233,qualifications
1234,skills microsoft
1235,apps knowledge
1236,sharepoint
1237,powerpoint
1238,advanced excel
1239,must
1240,computer literacy
1241,fluency
1242,systems
1243,microsoft office applications
1244,especially data management
1245,ms excel
1246,must haves
1247,position
1248,writing skills
1249,clear consistent procedures
1250,business processes
1251,analyses
1252,track solutions
1253,quality work
1254,every stage
1255,process
1256,creativity
1257,creativity
1258,solutions
1259,process
1260,operations
1261,use
1262,tools
1263,communication skills
1264,ideas
1265,business requirements
1266,functional requirements
1267,development teams
1268,awareness
1269,trends
1270,directions
1271,assets experience
1272,microsoft power apps
1273,dynamics
1274,power automate
1275,plus
1276,working knowledge
1277,agile project methodology
1278,tfss
1279,policy
1280,access
1281,equity
1282,hiring practices
1283,website
1284,candidates
1285,interviews
1286,phone inquiries
1287,cover letter
1288,resume
1289,email
1290,full time salary
1291,year benefits
1292,dental care extended health care vision care schedule
1293,day shift monday
1294,friday application question
1295,many years
1296,work experience
1297,microsoft
1298,apps
1299,many years
1300,work experience
1301,microsoft dynamics
1302,many years
1303,work experience
1304,microsoft power bi
1305,work experience
1306,microsoft power automate
1307,work location
1308,hybrid remote
1309,york
1310,part time data analyst asap
1311,position
1312,student
1313,experience
1314,anyone
1315,side hustle
1316,articles
1317,coding
1318,candidate
1319,tasks
1320,job description
1321,reports
1322,mailing list
1323,mailchimp
1324,posting articles
1325,wordpress based websites
1326,month end price capture
1327,excel sheets
1328,prices
1329,various metals
1330,sheet
1331,following websites
1332,https mineralprices com https ecologyfinance com https mineralfunds com
1333,reports
1334,right hand sidebar
1335,job type
1336,part time salary
1337,hour flexible language requirement
1338,french
1339,required ability
1340,toronto
1341,work
1342,difference
1343,career
1344,opportunity
1345,strategic hands operational role
1346,individual
1347,analytical support
1348,integrated provincial network
1349,public hospital community laboratories
1350,key metrics
1351,part
1352,performance management
1353,labs
1354,network tracks
1355,key performance metrics
1356,order
1357,reports
1358,insights
1359,common trends
1360,regions
1361,covid testing coordinates
1362,completion
1363,report materials
1364,minutes
1365,status
1366,operational key performance indicators
1367,kpis
1368,lab network collects daily data
1369,laboratories
1370,assists
1371,data analysis
1372,performance
1373,supply related insights
1374,trends
1375,findings
1376,operational strategic decision making builds relationships
1377,ontario health stakeholders
1378,successful resolution
1379,issues
1380,network collaborates
1381,team members
1382,best available information
1383,key senior stakeholders senior stakeholders
1384,oh
1385,moh
1386,agencies
1387,accurate clean timely information education experience post secondary degree
1388,business administration
1389,operations management
1390,health informatics
1391,data analytics
1392,related health care field
1393,master degree
1394,experience
1395,provision
1396,expertise
1397,services
1398,area
1399,performance management
1400,data analytics
1401,health care sector laboratory related experience
1402,asset knowledge skills demonstrated ability
1403,complex stakeholder groups
1404,issues
1405,change
1406,excellent oral written communication skills
1407,ability
1408,effective presentations
1409,questions
1410,reports
1411,proposals
1412,position statements
1413,excel proficiency familiarity
1414,analytical tools
1415,e g alteryx
1416,r
1417,power bi
1418,knowledge
1419,performance measurement
1420,metrics
1421,reporting strong
1422,data analytics
1423,evidence based decision making
1424,data visualizations
1425,enthusiasm
1426,initiative
1427,ability
1428,deadlines project management skills
1429,multiple priorities
1430,ability
1431,pressure
1432,fast paced environment
1433,high caliber judgment employment type
1434,permanent full time paygrade
1435,zone
1436,b employment location
1437,toronto
1438,ontario
1439,change
1440,applicants
1441,resident
1442,ontario
1443,roles
1444,ontario health
1445,part
1446,initial recruitment screening process
1447,applicants
1448,covid
1449,applicants
1450,accommodation
1451,protected ground
1452,code
1453,accommodation
1454,applicant
1455,recruitment process
1456,job category
1457,policy
1458,planning
1459,research
1460,division
1461,section
1462,transportation services
1463,policy innovation work location
1464,eastern avenue
1465,permanent full time
1466,temporary
1467,month
1468,hourly rate
1469,shift information
1470,friday
1471,week
1472,affiliation
1473,l full time number
1474,positions
1475,open
1476,posting period
1477,oct
1478,nov transportation services division
1479,seven research analyst
1480,data analytics unit
1481,part
1482,policy innovation section
1483,data analytics unit
1484,hub
1485,data analytics
1486,data management
1487,transportation services division
1488,unit
1489,four teams
1490,data operations
1491,emerging mobility
1492,data science
1493,safety
1494,mobility
1495,data collection
1496,digital products
1497,move
1498,unit
1499,following teams
1500,data operations positions
1501,data analytics unit digital infrastructure
1502,cleaning
1503,transportation data
1504,testing
1505,evaluation
1506,new sources
1507,data
1508,team
1509,analysis
1510,emerging mobility
1511,car share
1512,hire
1513,data science positions
1514,advanced data analysis
1515,machine learning
1516,statistical methods
1517,analyses
1518,data tools
1519,development
1520,evaluation priority
1521,divisional programs
1522,projects
1523,focus
1524,road safety
1525,multi modal network monitoring
1526,performance
1527,data collection
1528,positions
1529,multi modal data collection analysis projects
1530,emerging data collection technologies
1531,methods
1532,cycling
1533,transportation data
1534,developing processes
1535,procedures
1536,data collection program
1537,day
1538,data collection program
1539,interested applicants
1540,virtual information session
1541,opportunity
1542,policy innovation section
1543,role
1544,responsibilities
1545,research analyst position
1546,date
1547,friday
1548,october
1549,time
1550,pm est meeting number
1551,name
1552,email address
1553,password
1554,meeting password
1555,instructions
1556,screen
1557,call
1558,phone number
1559,meeting
1560,number
1561,access code
1562,canada toll
1563,canada toll
1564,toronto
1565,access code
1566,major responsibilities
1567,research analyst
1568,strong analytical skillset
1569,range
1570,transportation problems
1571,exciting opportunities
1572,research
1573,intersection
1574,transportation
1575,urban planning
1576,big data
1577,data analytics
1578,data science
1579,machine learning
1580,data visualization
1581,smart cities topics
1582,city
1583,toronto
1584,better safer equitable transportation network
1585,road users
1586,successful candidates
1587,data analysis
1588,digital infrastructure projects
1589,support projects
1590,safety
1591,mobility
1592,emerging mobility
1593,critical divisional programs
1594,activeto
1595,vision zero
1596,cycling network plan
1597,congestion management plan
1598,micromobility
1599,vehicle
1600,hire
1601,surface transit network plan
1602,data analytics
1603,statistical data analysis
1604,range
1605,modern analytical techniques
1606,programming languages
1607,tools
1608,python
1609,r
1610,sql
1611,jupyter notebooks
1612,javascript
1613,processes
1614,cleans
1615,spatial data
1616,spatial databases
1617,postgresql postgis
1618,gis
1619,development
1620,web mapping applications
1621,interactive web based visualizations
1622,tools
1623,dashboards
1624,analyzes
1625,data
1626,recommendations
1627,improvements
1628,existing divisional projects
1629,policies
1630,services
1631,identifies
1632,monitors
1633,information
1634,traffic transportation networks
1635,problematic areas
1636,future needs
1637,opportunities
1638,process automation
1639,use
1640,programming languages
1641,tools
1642,develops
1643,administers
1644,performance
1645,transportation network
1646,prepares collision diagrams
1647,flow maps
1648,graphs
1649,charts
1650,statistical reports
1651,circulation
1652,division
1653,evidence based policy analysis support
1654,broad range
1655,transportation topics
1656,issues
1657,economic business strategic infrastructure aspects
1658,processes
1659,cleans
1660,transportation data
1661,data collection
1662,analysis requests
1663,develop
1664,recommendations
1665,improvement
1666,pilot studies
1667,transportation data collection technologies
1668,software
1669,methodologies
1670,data management computer systems
1671,analyzes
1672,collision
1673,volume
1674,speed
1675,transportation datasets
1676,research conducts research
1677,transportation
1678,traffic
1679,big data
1680,data analytics
1681,data science
1682,machine learning
1683,data visualization
1684,smart cities topics
1685,order
1686,understanding
1687,best practices
1688,identifies
1689,monitors
1690,emerging transportation data sources
1691,potential applications
1692,current future divisional projects
1693,programs
1694,current emerging techniques
1695,technologies
1696,fields
1697,big data
1698,data science data visualization
1699,prepares abstracts
1700,reports
1701,technical memos
1702,maps
1703,presentations
1704,analyses
1705,studies
1706,summarizes findings
1707,static interactive visualizations
1708,maps
1709,tables
1710,graphs
1711,charts
1712,diagrams
1713,graphics
1714,best practices
1715,transportation analytics
1716,big data initiatives
1717,academia
1718,municipalities
1719,levels
1720,government
1721,briefing notes
1722,presentations
1723,technical documentation
1724,electronic library catalogue
1725,applicable research data
1726,statistics
1727,books
1728,periodicals
1729,reference material
1730,plans
1731,pilot studies
1732,transportation analytics
1733,big data technology
1734,software
1735,methodologies
1736,data management computer systems
1737,communication prepares documentation
1738,queries
1739,routines
1740,processes
1741,procedures
1742,support
1743,initiatives
1744,programs
1745,day
1746,data analytics unit
1747,transfer
1748,knowledge
1749,consistent practices
1750,meetings
1751,staff
1752,preparation
1753,presentations
1754,stakeholders
1755,transportation statistics
1756,networks
1757,departments divisions
1758,different levels
1759,government
1760,consultants
1761,contractors
1762,vendors
1763,options
1764,best solutions
1765,liaise
1766,inquiries
1767,public
1768,assists
1769,procurement
1770,services
1771,goods
1772,preparation
1773,request
1774,proposals quotations
1775,evaluation
1776,bids
1777,proposals
1778,reports
1779,preparation
1780,budgets
1781,tracking
1782,expenditures
1783,key qualifications
1784,post secondary degree
1785,diploma
1786,civil transportation engineering planning
1787,computer science
1788,project management
1789,relevant experience
1790,approved equivalent combination
1791,education
1792,experience
1793,post graduate degree
1794,asset
1795,considerable experience
1796,research
1797,data collection
1798,interpreting
1799,summarizing
1800,data
1801,considerable experience
1802,python
1803,r
1804,sql
1805,equivalent tools
1806,advanced data analytics
1807,interpretation
1808,data
1809,statistical modelling
1810,equivalent tools
1811,experience
1812,databases
1813,data warehousing
1814,large datasets
1815,experience
1816,microsoft office suite
1817,e excel
1818,powerpoint
1819,access
1820,word
1821,knowledge
1822,urban planning
1823,traffic engineering transportation planning
1824,experience
1825,gis
1826,geographic information systems
1827,spatial analysis
1828,spatial databases
1829,cartography
1830,mapping
1831,knowledge
1832,machine learning
1833,supervised unsupervised learning algorithms
1834,pattern recognition
1835,artificial neural networks
1836,deep learning
1837,experience
1838,interactive data visualization
1839,interactive mapping web development
1840,data product
1841,dashboard development
1842,excellent oral written ability
1843,ability
1844,research analysis findings
