title,description
Data Analyst,"Job Category:
Advisory
Opportunity Awaits at Altus Group!
The opportunity
Our Data Solutions team in Toronto is looking for a new Data Analyst to join us in a hybrid position. You will be part of a highly motivated, multi-disciplinary team of professionals focusing on developing key commercial and residential trends across Canada. You will leverage our proprietary data to provide market intelligence that will guide internal and external decision-making. You will support the generation of monthly and quarterly reports related to Canada's housing markets by preparing the background files and associated analytics. You will liaise and collaborate with industry professionals and information partners to achieve objectives and maintain the consistent and timely provision of market trends.
What's in it for you
Exposure and career growth. You will be part of an organization that works on an exciting range of commercial property projects across the country, a place recognized at the top of our industry. You will gain access to our proprietary databases used by the global industry and gain insights into our services and the Canadian development market. You will be mentored and grow your knowledge as you foster relationships with internal team members and have the chance to work on a variety of deliverables from research to data entry, from report writing to drafting property descriptions.
What you will do:
Analyze. You will develop quality assurance procedures for data, evaluating for completion and accuracy. You will process and analyze data sets, synthesize information for market research, create dashboards, and develop models and charts. You will play a key role in expanding our commercial and residential real estate market analytics .
Collaborate. You will work with the research consulting and marketing teams in developing, visualizing and writing periodic market trend reports covering various real estate sectors. You will support the Manager, Research Insights, with the market forecast initiative.
Grow your knowledge. You will attend industry events and meetings, reviewing professional publications, establishing personal networks, and benchmark best practices.
You will have:
The education and experience. You have a university degree or college diploma in Urban Planning, Geography, Economics, Finance, Business, Real Estate or a related field and 1+ years of experience in real estate research. Ideally, you have exposure to both the Canadian housing market and the commercial real estate or development industry. You have professional writing skills to competently author trend reports.
The technical skills. You are proficient in MS Office and Tableau. You have excellent research, and analytical skills. You can process and analyze data sets, synthesize information for market research, create dashboards, and develop models and charts.
The drive. You can take the initiative and be resourceful, operating with a high degree of integrity, honesty, and ethics.
We thank you in advance for taking the time to learn more about what makes Altus a great place to grow your career and do some of your best work. Apply now, refer a friend or stay on top of what's new by following us on
LinkedIn
.
Come realize your potential at Altus Group!
Altus Group is committed to fostering an inclusive and accessible environment where employees feel valued and respected, and where every employee has the opportunity to realize their potential. We are committed to providing reasonable accommodations, if required, and will work with you to meet your needs. If you are a person with a disability and require assistance during the application process, please contact us at accessibility@altusgroup.com or 416-641-9500."
Pricing Analyst,"Description
Charger Logistics is a world class asset-based carrier. We specialize in delivering our assets, on time and on budget. With the diverse fleet of equipment, we can handle a range of freight, including dedicated loads, specialized hauls, temperature-controlled goods and HAZMAT cargo.
Charger logistics invests time and support into its employees to provide them with the room to learn and grow their expertise and work their way up. We are entrepreneurial-minded organization that welcomes and support individual idea and strategies. We are currently expanding and looking to add a motivated individual to our team based out of our Brampton office. The Pricing Analyst will maintain and grow all modes of business by supporting the Pricing and Reporting, Sales and operations department in providing analytical insight to pricing strategies on services being offered by the company. The Pricing Analyst also plays a critical role in ensuring the client always receives an accurate and current price.
Responsibilities-:
Perform detailed costing analysis and develop pricing options to present to Sales team for customer negotiations; use different pricing scenarios to rate shipments and compare net results
Assist in planning, developing, and evaluating pricing strategies at a macro and micro level in line with business strategy. Analyze factors such as volume opportunity, profit potential, and service cross-over to other departments, etc. that impacts pricing decisions.
Review performance data that includes financial, sales, and activity reports to monitor and measure the productivity, goal achievement, and overall effectiveness.
Supportive of the Business Development and Customer Service departments to identify and target new growth opportunities as well as expand existing business with current clientele.
Identifying target markets and tracking market trends based on the company’s current proficiency and competitiveness in response to clearly identifiable advantageous positions
Responsible for the ongoing improvement of pricing processes
Respond to pricing inquiries, investigate and resolve pricing issues.
Requirements
Bachelor’s Degree Business, Accounting, Finance, Mathematics and Analytics is preferred
Ability to understand the business processing requirements using technology and conceptualize creative solutions to implement them.
Previous experience in an analyst role and or in pricing function is required
Proficiency in Microsoft office is a must
Experience performing data extraction utilizing tools.
Must be able to work to deadlines and sustain high productivity levels
Benefits
Competitive Pay
Healthcare Benefit Package
Career Growth
Job Type: Full-time
Work Location: One location"
Operations Analyst,"POSITION SUMMARY
The Operations Analyst is accountable for providing ERP, Planning, Scheduling, and Inventory Management related assistance as needed to support activities at the CSG Toronto site and is responsible for ERP maintenance related activities such as product part and structure management. Work in conjunction with supply and demand teams to identify opportunities for improvement. Areas of opportunity may include gaps in ERP functionality related to Planning/Scheduling and Supply Chain, process documentation, data quality management and metric/health check development.
KEY RESPONSIBILITIES
A) Day to Day Management:
Provide ERP planning, scheduling and inventory management support to the operations team.
ERP (IFS) product structure management: Part setup, structure/routings adjustment (ie. BOMs, work guidelines, planning parameters), troubleshooting/training, document management, sales inquiries (ie. sizes/cut lengths) and cost adjustments in alignment with engineering consultation as needed
Provide supply chain support as needed: manage Purchase Orders (POs) and Distribution Orders (DOs) to intercompany sites
Planning tools and process maintenance: provide technical support to any live planning tools and processes
Data quality management: review ERP system data to increase data accuracy, validity, and reliability of information. Review health of planning system as per the defined health checks/metrics
Provide planning & scheduling support in the absence of other planning & scheduling team members as needed (ie. create FPOs)
B) Continuous Improvement:
Continuous improvement (CI) and standardization of the “end to end” planning, scheduling and inventory management practices in the Americas region.
Maintain robust tools/processes for;CO/DO/SO dating
CO/DO/SO ERP exception managementS&OP ProcessCO to DO to SO process flowInventory managementCapacity Planning & Management
Develop and maintain planning & scheduling process documentation (ie. SOPs, process flows)
Collect, manage and analyze relevant data and health checks/metrics to assess the effectiveness of the planning and scheduling function (i.e. scheduling/ manufacturing analytics)
Develop and implement inventory strategies to optimize inventory levels of FG/SFG and lead-time
Identify opportunities for improvement to utilize the ERP system more effectively and to minimize non-value-added activities used in executing the planning and scheduling function
C) Human Resource Management:
Interface and collaborate with personnel and functional groups effectively to determine areas of opportunity
Ensure positive employee relations and a commitment to safety
Develop and maintain positive relations with all customers (internal/external) for any process changes and implementations
QUALIFICATIONS AND SKILLS
Less than 6 months experience in a relavant role
Diploma/Degree in Data Management, Data Analytics and/or Engineering (Industrial preferred)
Formal MRP/ERP training considered an asset
Knowledge of ERP/MRP systems is an asset
Experience with ERP system implementation is an asset
Strong computer skills with proficiency in MS Office products (Excel, Access)
Strong programming skills is an asset (ie. VBA, SQL, Python)
Strong data management skills
Solid understanding of manufacturing operations and methodologies
Must be well organized and have strong interpersonal skills
Highly developed analytical abilities
Continuous improvement mindset
What Shawcor Offers
We understand times have changed and so have we. Shawcor offers flexible work arrangements (where possible) to suit your needs
We recognize your efforts in personalized and meaningful ways such as: Competitive salary, Incentive pay, Medical benefits, Retirement savings plan, Paid vacation days, Education Assistance Program and confidential access to our Employee and Family Assistance Program (EFAP)
Participation in Service Milestone Awards and ongoing recognition opportunities
Access to Mental Health support resources such as our personalized Mental Health and Wellness platform offered through Headversity
Employees are provided with personalized opportunities to support interests and career development (including Global Career and travel opportunities)
Commitment to continuously promote a diverse, inclusive and accessible workplace environment
Challenging and rewarding opportunities supported by training initiatives
We value ESG at Shawcor through company events, including volunteering opportunities for employees, social gatherings, community engagement opportunities and team building exercises
At Shawcor, safety comes first! We go the extra mile to ensure our employees are safe and healthy
We’re working to create a better world. Join us!
Job Types: Full-time, Permanent
Salary: $60,000.00-$70,000.00 per year
Benefits:
Company events
Company pension
Dental care
Disability insurance
Employee assistance program
Extended health care
Life insurance
On-site gym
On-site parking
Paid time off
RRSP match
Tuition reimbursement
Vision care
Schedule:
Monday to Friday
Supplemental pay types:
Bonus pay
Ability to commute/relocate:
Etobicoke, ON: reliably commute or plan to relocate before starting work (required)
Application question(s):
What is your salary expectation?"
"Data Analyst, Payment Decision Support","Referred applicants should not apply directly to this role.
All referred applicants must first be submitted through Workday by a current Loblaw Colleague.
Location:
500 Lakeshore Blvd. West, Toronto, Ontario, M5V 2V9
When you hire great people, great things can happen.
PC Financial offers unprecedented value to Canadians through payment products. We're a different kind of bank with a different type of team—we’re collaborative and supportive and have the freedom and responsibility to thrive. Our purpose is to make the everyday simple and better for our customers, and we strive to make every dollar worth more.
Proudly serving over 3 million customers, PC Financial continues to grow by offering payment solutions and services that reward our customers every day. As a subsidiary of Loblaws Company Inc., we share the CORE values of Care, Ownership, Respect and Excellence. We are dedicated to helping Canadians Live Life Well. Join us on our journey.
The objective of our Payment Decision Support – Data Operations team is to provide reporting and analytics services to allow PC Financial to capitalize on diverse sources of data to improve the understanding of customer behaviors to drive profitability and improve customer experience. This role will deliver accurate, easy-to-use and timely data and reporting solutions to enable evidence-based decisions across the enterprise.
What You'll Do
Code using SQL, SAS, and Python, in SAS and Google Cloud platforms.
Build and productionize business critical data processes
Optimize and automate data solutions
Build data marts and Tableau/Excel reports
Follow and implement data standards, guidelines on data ownership, coding structures
Monitor data quality and identify, investigate, and resolve data discrepancies
Interact with partners at various levels to deliver data solutions, identify use-cases around data and data processes
Closely adhere to legal guidelines regarding working with critical and confidential information
What You'll Need
1-2 years of experience in a data analytics role, preferably in financial services/banking domain
University degree in Business/Commerce, Computer Science/Engineering/Analytics
Solid understanding of Python and Cloud technology. Experience with GCP (Google Cloud Platform) is a bonus.
Understanding of data warehouse and data mart concepts
Working knowledge of relational databases and SQL data extraction and manipulation tools
Experience in SAS and BI tools.
Ability to interpret sophisticated data flow and translate it into concise, easily understood solution plans to senior staff members
Demonstration of problem solving using combination of technical know-how, soft skills and business understanding
Experience in any of the following verticals is an asset: financial services/banking, credit cards/payments, ETL pipeline build, data mart creation, process automation.
Ability to prioritize between challenging tasks/requirements in a fast-paced environment
Come and join a winning team who demonstrates innovation, energy, creativity and vision. We recognize the importance of a diverse workforce and we therefor encourage applications from Aboriginal Peoples, women, members of a visible minority and persons with a disability. We thank all applicants for their interest, however, only those selected for an interview will be contacted.
Number of Openings:
0
PC Financial recognizes Canada's diversity as a source of national pride and strength. We have made it a priority to reflect our nation’s evolving diversity in the products we sell, the people we hire, and the culture we create in our organization. Accommodation is available upon request for applicants and colleagues with disabilities.
In addition, we believe that compliance with laws is about doing the right thing. Upholding the law is part of our Code of Conduct – it reinforces what our customers and stakeholders expect of us.
Please Note: If you have Employee Self Service (ESS) on Workday, apply to this job via the Workday application."
"Analyst, Research & Insights","Company Description

Canada Goose isn't like anything else. We've built something great, something special - an iconic lifestyle brand with an inspirational and authentic story. At the heart of it is our promise to inspire and enable all people to thrive in the world outside. To Live in the Open. At Canada Goose, you're part of a movement that belongs to something bigger. One that seeks out the restorative power of nature and is driven by a purpose to keep the planet cold and the people on it warm. We endure any condition, observe every detail, and are building a community that believes in living bravely and coming together to support game-changing people.
Here, opportunities are everywhere - to try something new, to learn, to do meaningful and impactful work, and they're yours for the taking.

Job Description

Job Purpose:
The Analyst, Research & Insights assists with the execution of all primary and secondary consumer research at Canada Goose. Leveraging technical expertise in qualitative and quantitative research, the Analyst assists the delivery of meaningful consumer-driven insights to the organization.
The Analyst is part of a team that acts as the ‘face of’ consumer research at Canada Goose and is required to assist the Research & Insights (R&I) team with the creation and delivery of actionable reports, presentations, and recommendations to internal audiences. The Analyst will also be part of a team that partners with internal stakeholders to understand key business questions, and drive engagement, understanding, and action through consumer insights.
Key Responsibilities:
Assist the R&I team with all ad hoc/custom research projects conducted on an ongoing basis that supports marketing, product, and commercial priorities. These projects encompass the following areas:
Brand health tracking
Consumer segmentation
Marketing effectiveness tracking
Creative testing
Market scoping and understanding
Cultural deep dives of key Canada Goose markets
Shopper and retail research
Consumer trends
Product testing
Assist with the day-to-day management of multiple custom research projects (both quantitative and qualitative research studies)
Assist the development of research plans to match business objectives outlining methodology, timing, deliverables
Assist with writing questionnaires for ad-hoc research studies, program basic surveys, and test survey links
Assist in conducting secondary research related to business questions
Pull data for research reports
Conduct quality assurance tasks, including number checking reports to ensure accuracy
Code open-ended/qualitative data for themes
This is a very hands-on position with executional accountabilities

Experience, Education and Designations:
Bachelor’s degree required. Master’s degree in business, consumer behavior, market research or quantitative discipline an asset
2+ years experience working in a consumer insights position within the consumer brands and retail industry
Knowledge and experience with a variety of qualitative and quantitative research methods and techniques across multiple markets
Exposure to customer driven, service oriented, entrepreneurial environments
High proficiency with Microsoft Office (PowerPoint, Word, Excel) and Outlook
Proficiency in SPSS or other data analysis software
Proficiency in Qualitative analysis software
Experience both on client and supplier side of consumer insights an asset
Knowledge of fashion and apparel industry an asset

Knowledge, Skills and Attributes:
Deliverable Development: able to create simple, compelling, and visual deliverables that assist in communication of research & insights to business audience
Research Methodology & Expertise: awareness of and experience with a broad range of research methodologies and technique
Project Management: able to manage multiple projects, internal and external stakeholders, competing priorities. Highly organized.
Analytics & Insight Development: able to understand business research objective, interpret consumer research data, and develop actionable insights for the business
Communication & Presentation: able to verbally communicate research and insights to executive business audiences in a succinct and inspirational manner
Proactive Attitude: Entrepreneurial, creative, and resourceful; Self-starter with exceptional work ethic
Collaborator: An effective listener who seeks to understand first and offers positive/flexible solutions; High degree of emotional intelligence and able to build effective working relationships

Working Conditions:
Office environment (hybrid work model)"
Business Intelligence Analyst - PowerBI,"About Us
As Canada's largest automobile association, we are passionate about keeping our Members safe- whether they are on the road, at home, or travelling abroad. Meeting the diverse needs of our two-million Members requires high performing, forward thinking, and innovative people who work collaboratively to keep propelling our business forward. Life at CAA Club Group is fast paced, performance-driven and rewarding. We value our Associates' career growth and ongoing professional development- and we regularly recognize their achievements and outstanding results. CAA Club Group (CCG) is known for providing stellar emergency roadside assistance to our motoring Members and non-Members. We work hard and play hard. We're about doing what's right and feeling good about it.
Who we are
We are seeking a highly motivated and career minded individual to join our team as an Operations Analyst.
Position Details
Job Duties:
4+ years using PowerBI as a primary analysis and visualization tool implementing PowerBI Dashboards and PowerBI Paginated Reports
5+ years developing queries and consuming data from SQL or similar tools, actively working with the data in PowerBI
Extensive experience with DAX and data transformation through PowerBI Query Editor
At least 1 or 2 end to end implementation experience required with ability to share design approaches, based on previous experience.
Hands-on experience in specifications, technical design, and development including ability to produce solution build and maintenance documentation
Should have the ability to troubleshoot performance issues, identify root causes and apply fixes.
Experience in working in Agile teams and working independently with Business stakeholders providing solutions and regular updates

JOB REQUIREMENTS:
Post-secondary diploma or degree.
Preference for post-secondary education in finance/accounting, math, statistics or a related field
Completion of or willingness to complete Microsoft Professional certification (Preference for DA-900).

Our Commitment
We are an equal opportunity employer and are committed to providing employment accommodation in accordance with the Ontario Human Rights Code and the Accessibility for Ontarians with Disabilities Act, 2005 (AODA). CAA CCG will provide accommodations to job applicants with disabilities throughout the recruitment process. If you require an accommodation, please notify us and we will work with you to meet your needs."
Business Analyst – Technology,"Responsibilities
· Collaborate with stakeholders to assess and validate proposed solutions against requirements to ensure business needs are met.
· Working with the development team to ensure requirements are understood and delivered as expected.
· Proactively communicate and collaborate with stakeholders to analyze information needs and functional requirements and deliver the following artifacts as needed: functional requirements (business requirements document), use cases, wireframes, mock-ups, user stories, data flow diagrams, workflow diagrams etc.
· Conduct post-implementation review with internal and external parties to identify areas of improvement for immediate or subsequent enhancement.
· Be the liaison between management, technology teams and support teams through which requirements flow.
Requirements
· A diploma or Bachelor Degree in Business Analysis related subjects, Computer Science, Business Administration or Commerce is preferred
· Minimum 2+ years of professional experience as Business Analyst for application development
· Knowledge of the following technologies (.NET, SQL Server, Azure DevOps, Salesforce etc.)
· Understanding of Information Technology concepts, standards, procedures, and policies including in-depth knowledge of business processes and information modeling and techniques.
· Experience in the mortgage or FINTECH industry is helpful but not required.
· Knowledge of software development life cycle (SDLC) processes / Agile methodologies.
· Excellent analytical, problem-solving and documentation skills with strong attention to detail.
· Agile certification is an asset
Visit gopineapple.com
Job Types: Full-time, Permanent
Salary: From $70,000.00 per year
Benefits:
Casual dress
Dental care
Extended health care
Schedule:
Monday to Friday
COVID-19 considerations:
Work from home is accepted, but still some days in the office are required."
Software Quality Engineer,"Are you looking for a supportive, collaborative workplace with great teams and inspiring leaders? You’ve come to the right place. We’re looking for ambitious people who share our values and want to make every day better for people around the world. If this sounds like you, and the career below sounds exciting, we’d like to hear from you.
Working Arrangement
Hybrid
Job Description
As a Software Quality Engineer, you will :
Review and translate requirements, specifications and technical design documents to provide meaningful feedback to product developers
Build, maintain and implement automated regression and performance test scripts using Selenium, X-ray, Postman & JMeter
Analyze automation results and investigate failures
Design detailed and comprehensive test plans and cases
Perform manual functional and regression testing where automation is not applicable
Identify test KPIs for product quality and product reporting metrics
Track quality assurance metrics such as defect densities & defect frequency first time pass rate
Keep up-to-date on the latest test software and frameworks
Drive software development process to quality-centric methodologies
Identify Quality Assurance process bottlenecks and design and implement solutions
Control, update and distribute new and revised quality standards and technical changes
Prepare and deliver formal quality audit reports
Qualifications:
You will bring and continuously build upon the following skills:
Experience in software quality assurance
Sophisticated level of expertise in test automation is a must
Experience writing broad test plans and cases
Ability to identify standard processes and where they should be applied (ex. risk-based testing)
Familiarity with black box and white box testing practices
Expertise with testing / automation technologies such as: Selenium, Cucumber, X-ray, JIRA
Proven knowledge of different testing techniques i.e. UI testing, automated testing, behavior driven testing
Collaborative demeanor, willingness to work with team members; able to coach, participate in code reviews, share skills and methods
Continuously learn from both success and failure
Good organizational and problem-solving abilities that enable you to lead through creative abrasion
Good verbal and written communication; effectively articulate technical vision, possibilities, and outcomes
Experiments with new technologies and understanding how they will affect what comes next
Degree in computer science or technical field or equivalent practical experience
5 or more years’ experience supporting all testing deliverables for sophisticated enterprise implementations
What can we offer you?
A competitive salary and benefits packages.
A growth trajectory that extends upward and outward, encouraging you to follow your passions and learn new skills.
A focus on growing your career path with us.
Flexible work policies and strong work-life balance.
Professional development and leadership opportunities.
Our commitment to you
Values-first culture
We lead with our Values every day and bring them to life together.
Boundless opportunity
We create opportunities to learn and grow at every stage of your career.
Continuous innovation
We invite you to help redefine the future of financial services.
Delivering the promise of Diversity, Equity and Inclusion
We foster an inclusive workplace where everyone thrives.
Championing Corporate Citizenship
We build a business that benefits all collaborators and has a positive social and environmental impact.
Every career at Manulife/John Hancock provides the opportunity to learn new skills and move your career forward. Ready to make an impact somewhere? What are you waiting for? Apply today.
About John Hancock and Manulife
John Hancock is a unit of Manulife Financial Corporation, a leading international financial services group that helps people make their decisions easier and lives better. We operate primarily as John Hancock in the United States, and Manulife globally, including Canada, Asia and Europe. We provide financial advice, insurance and wealth and asset management solutions for individuals, groups and institutions. Assets under management and administration by Manulife and its subsidiaries were CAD$1.3 trillion (US$1.1 trillion) as of June 30, 2021. Manulife Financial Corporation trades as MFC on the TSX, NYSE, and PSE, and under 945 on the SEHK. Manulife can be found at manulife.com .
One of the largest life insurers in the United States, John Hancock supports more than 10 million Americans with a broad range of financial products, including life insurance , annuities , investments , 401(k) plans , and education savings plans . Additional information about John Hancock may be found at johnhancock.com .
Manulife is an Equal Opportunity Employer
At Manulife /John Hancock , we embrace our diversity. We strive to attract, develop and retain a workforce that is as diverse as the customers we serve and to foster an inclusive work environment that embraces the strength of cultures and individuals. We are committed to fair recruitment, retention, advancement and compensation, and we administer all of our practices and programs without discrimination on the basis of race, ancestry, place of origin, colour , ethnic origin, citizenship, religion or religious beliefs, creed, sex (including pregnancy and pregnancy-related conditions), sexual orientation, genetic characteristics, veteran status, gender identity, gender expression, age, marital status, family status, disability, or any other ground protected by applicable law.
It is our priority to remove barriers to provide equal access to employment. A Human Resources representative will work with applicants who request a reasonable accommodation during the application process . All information shared during the accommodation request process will be stored and used in a manner that is consistent with applicable laws and Manulife/John Hancock policies . To request a reasonable accommodation in the application process, contact recruitment@manulife.com ."
Junior DevOps Engineer,"About The Role
Note: Please only submit one application, even if you are interested in more than one opportunity. A recruiter will speak to you about all options available after we review your application. Please note this role is part of our graduate program.
Our people are our passion at FDM. That’s why we make your training and career growth a priority. Since 2014, we have launched the careers of over 80 Business Analysts and Project Managers people in Canada. FDM is currently seeking numerous ambitious and driven candidates with the aptitude for IT to work as FDM consultants. We help people like you make their first step into tech every day. Are you ready to make yours?
About This Role
As a Junior DevOps Engineer you will focus on creating solutions using tools and automation to improve operations. DevOps roles can involve a myriad a projects, including: enhancing and streamlining operational processes though automation and integration; modifying existing software to correct errors, adapt to new hardware, or to improve performance; analyzing user needs and software requirements to determine feasibility of design within time and cost constraints; using scientific analysis and mathematical models to predict and measure outcome and consequences of design; and much more. Fast-track career progression is a key focus of FDM, and our program will put you on a pathway that could grow into leadership roles working within multinational organizations.
No previous qualifications or STEM Field experience is required.
Benefits
A chance to work for some of the most prestigious companies in the world.
Opportunity to earn professional certifications related to your career path.
Two-year contract in industry.
Continuous career support and upskilling from FDM.
Comprehensive and competitive benefits package.
Access to a network of mentors and like-minded individuals.
Industry recognized paid training.
About the FDM Career Development Program
FDM’s Career Development Program is a great way for students to enter the job market upon graduation. At FDM, we train the brightest talent to become the innovators of tomorrow. Technology makes the world a better place and we believe passion, drive and curiosity are what you need to have a successful career in tech. This is why we do not require any previous experience to join FDM’s Career Development Program.
FDM’s two-year program begins with training in one of our career streams in business and technology that are in high demand in the job market. We will provide you with the industry-specific technical and professional skills you need in your chosen stream, after which you will start working as an FDM Consultant with our globally recognized clients.
Upon completion of the program, many graduates see their journey with FDM culminating in an accelerated career progression, better placing them to apply for senior roles within the industry.
Diversity and Inclusion
Diversity and inclusion are at the heart of what we value as an organization. FDM is a globally recognized organization with centers across seventeen countries globally. We are proud to celebrate our employee backgrounds consisting over 90 nationalities.
FDM Group is an Equal Opportunity Employer and all qualified applicants will receive consideration for employment without regard to race, colour, religion, sex, sexual orientation, national origin, age, disability, veteran status or any other status protected by federal, provincial or local laws.
#INDFDM
About You
Minimum Qualifications
Degree or Diploma (preferably in Computer Science, Engineering, Mathematics, or similar).
A natural aptitude for technology and a strong desire to expand your technical skill set.
Able to commit to work for FDM for a minimum of two years working as an FDM consultant following the training period.
Eligible to work in Canada.
Job Type: Full-time
Benefits:
Dental care
Employee assistance program
Paid time off
Relocation assistance
Vision care
Schedule:
8 hour shift
Monday to Friday
COVID-19 considerations:
We abide by local laws regarding vaccination status.
Ability to commute/relocate:
Toronto, ON: reliably commute or plan to relocate before starting work (required)"
Remote - Software Engineering Intern (Summer 2023),"Role Description As a Dropbox intern, you are part of a top-notch learning experience with engineers from all backgrounds.
You ll work side-by-side with a dedicated, experienced engineer as your mentor and have ownership of a high-impact project.
Our goal is to create a robust and impactful learning experience.
You can expect to learn how to collaborate with full-timers across the engineering, product, and design teams and receive regular and effective feedback on your work to help you continuously improve.
We ll also help you connect with fellow interns, establish mentors, and build the foundation of a strong professional network.
We will work with you to accommodate your school end and start dates culminating in a minimum of a 12-week long internship.
Responsibilities As an intern, you work side-by-side with Dropbox engineers.
Here are some examples numerous types of roles and teams that you can have an impact on: Product Engineering- Build delightful full-stack user experiences that tackle real customer needs and help drive tons of revenue for Dropbox.
As a product engineering intern you can expect to work across backend, API, desktop, mobile and web.
Infrastructure Engineering- Craft the building blocks that let us scale Dropbox to handle millions of concurrent connections, hundreds of billions of files, and hundreds of petabytes of data.
Analytics Engineering- Measure, optimize, and build one of the industry s most advanced analytics platforms to derive insights from vast amounts of data.
Our massive scale means you ll work with more data than many other analytics firms combined.
Mobile Engineering- Craft the Dropbox client experience on mobile devices by learning and applying the ins and outs of iOS and Android SDK using Objective-C, Swift, Java and C++.
You are also responsible for building the backend systems that power the mobile experiences and optimize the protocol between client and server for reliability, efficiency and speed.
Front End Engineering- Help keep our websites up and running by applying everything our application engineers do with the curiosity and interest in building fast, scalable, and responsive Dropbox experiences for the modern web, using technologies like Typescript, React, and Redux.
Site Reliability Engineering (SRE)- Build the software and automation that controls the hardware to run our products.
Work with a team who lives on the boundary of software and hardware and develop a deep understanding of the inner workings of our products, our commitment to ensuring our products work well on real-world hardware in our data centers, and serve as the first line of defense when something goes with our production infrastructure or services.
Security Engineering- People trust Dropbox to keep their data secure, and at Dropbox we rely on our security engineers to make our products safe.
You are a software engineer with a deep interest in building software that is secure yet easy to use.
Security engineers collaborate with product teams to secure our software, production infrastructure, website, desktop and mobile apps and our corporate infrastructure and devices.
Requirements Currently pursuing a BS or MS in Computer Science or related technical field involving coding (e.g., physics or mathematics), or equivalent technical experience Experience writing or shipping software as part of coursework, personal projects, internships, coding competitions or research Passion for learning, solving problems, and challenging the status quo Available for Summer 2023 full time internship (40 hours per week / 12 weeks) Total Rewards For candidates hired in Colorado, the expected salary/On-Target Earnings (OTE) rate for the role is $8,000/mo, subject to change.
Salary/OTE is just one component of Dropbox s total rewards package.
Dropbox is committed to investing in the holistic health and wellbeing of all Dropboxers and their families.
Our benefits and perks programs include: Competitive medical, dental and vision coverage Flexible Time Off/Paid Time Off, paid holidays, Company-wide PTO days, Volunteer time off Perks Allowance to be used on what matters most to you, whether that s productivity, learning & development, wellness, co-working space Additional benefits details are available upon request."
Junior Software Developer,"Our client…

Our client is a health, disease, and research company that creates informatics platforms and complex data modalities.

What's in it for you?

Our client offers a competitive compensation & employee benefits plan. At the same time, our client empowers its teams to harness new ideas, and allows staff to unleash their imaginations to create innovative products and services. They encourage their staff to share ideas that could help the company grow, and not hold back.

Responsibilities:

Help in designing, implementing, deploying, testing, and maintaining essential software components that will aid in growing the teams informatics platforms.

Must Have:

Bachelor's degree in Computer Science or equivalent.
Software development experience in a diverse set of technology disciplines
Python programming, and a strong RESTful API development experience with either FastAPI or Flask.
Knowledge of object storage, relational (PostgreSQL) and NoSQL (Elasticsearch, Neo4j) database systems"
Software Engineer,"At Tactable, we’re building the next world-class cloud engineering firm out of Canada — servicing companies who are building/migrating products in the cloud. We develop new products end-to-end, migrate legacy solutions to the cloud, and everything in between.
We’re a remote-first company, and have been around since 2017 building products for the likes of Shopify, Walmart, Rakuten and many others.
If you're looking for a new challenge please reach out. For the right candidate this will be a fantastic opportunity to hone their skills and help drive the direction and growth of a company.
*Requirements*
- Deliver products having ownership over the entire software development life cycle
- Works in a continuous integration environment with modern cloud technology
- Ready to tackle new challenges and learn in a fast paced environment
- Thinks holistically about a problem and how to best approach it
- Collaborate with other engineers to do code review and product design
*Qualifications*
- Writing clean, modern, testable code
- Experience with Node and TypeScript
- Enjoy collaborating on an agile development team
- Experience working with a remote team
- Experience developing user interfaces with React
- Data structures, algorithms and optimization
*Work Environment & Benefits*
Here’s what you’ll get if you join Tactable:
- Competitive compensation. We want to hire the best people, and we’re ready to pay for them.
- Direct collaboration with Leadership. You will be working hands-on with the senior leadership team in implementing better ways to deliver impact for our clients and satisfaction to our employees.
- That said, the rest of the team is always ready to lend a hand—or even an ear if you just need to bounce some ideas.
- You’ll be working with a diverse team from a range of backgrounds. We work hard to make Tactable a friendly and inclusive workplace for everyone.
- We have a rapidly growing base of big-deal clients who they themselves have large amounts of customers. Your work will be seen and appreciated by many people.
- Great benefits including three weeks paid vacation (plus another week during the December holidays), health coverage, professional development, and more.
If you want to be part of a smart, nimble (to not say agile), motivated team working hard to build something great, apply to join Tactable!
We’ve been around since 2017, and are focused on building a world-class cloud engineering firm.
If that sounds like something you want to be part of, we want to hear from you.
Job Type: Full-time
Schedule:
Monday to Friday"
Intermediate Scrum Master (software dev),"Our client in the HR services industry is looking for a contract intermediate Scrum Master with experience in leading Agile cross functional teams.
Responsibilities:
Facilitate team organization and ceremonies (sprint planning, daily scrums / stand ups , sprint / iteration reviews / demos and retrospectives)
Act and model the desired Agile mindset and behaviors to ensure successful Agile practices and principles are implemented within Agile pods.
Lead effective and efficient team meetings including ability to drive wide variety of efforts toward resolution/closure and identifying and resolving conflicts within the feature team(s)
Facilitating medium-to-high complexity Agile initiatives from initiation through release, providing oversight
Facilitate the creation and adoption of working agreements, definition of ready, done including the use of appropriate tools, standards and best practices
Ensure proper tracking of tasks and epics, and transparency of the KPI’s associated with sprint delivery
Work with the product management team to ensure there is a proper roadmap, appropriate risk management principles are applied to mitigate risks and manage dependencies
Requirements
3+ years experience as a Scrum Master delivering digital products/software development
Worked with Azure DevOps for managing work
Certifications: PMP, CSM, PSM I , or PSPO I
Job Type: Full-time
Salary: $50.00-$53.00 per hour
Schedule:
8 hour shift
Experience:
Scrum Master: 3 years (required)"
