,0,1,2,3,4,5
26,Junior Web Developer,Trellis,404,"Toronto, ON","Posted
Posted 30+ days ago","Provide programming supports to lead developer on an Seed to Sale Cannabis Enterprise Software project. Develop documentation and assistance tools to support users and developers.
Requirements:
Background in PHP and MySQL
Proficient understanding of code versioning tool, Git
Symfony, API knowledge and OAuth Server is preferred
Strong organization and time management skills
Experience in agile development strategy is preferred
Full stack development experience is preferred"
27,Junior Back End Developer | TELUS Digital,TELUS,3.9,"Remote in Toronto, ON","Posted
Posted 30+ days ago","Location: Toronto, ON, CA Winnipeg, MB, CA Calgary, AB, CA Vancouver, British Columbia, CA Edmonton, AB, CA Ottawa, ON, CA
Req ID: 29003
Jobs by Category: Digital
Job Function: Engineering & Development
Status: Full Time
Schedule: Regular
Description

Join our team

We’re a customer-driven and product-minded team within TELUS, responsible for our company’s digital evolution. We simplify the path to production so teams can focus on what matters most.

TELUS Digital’s mission is to make life easier for millions of customers – and for our team. We build smart, customer-centric, and data-driven experiences for telus.com, TELUS.com/business, and the My TELUS app.

team includes a passionate group of strategists, UX and visual designers, full-stack developers, content managers, scrum masters, testers, product owners, people experience specialists and other digital experts.

Our team members are leaders in local and global technology communities, we value and support communities such as: Tech Masters, NodeSchool, Ladies Learning Code, Women Who Code TO, and many more!

Learn more about our team at telus.com/digital

Here’s the impact you’ll make and what we’ll accomplish together

TELUS Digital is looking for developer talent. You will also cultivate and build positive relationships with your team and partners to effectively prioritize and execute the product roadmap for our workforce and finance-planning tool. On the job, you get to combine financial data and insights with business needs to support our financial processes and shape an evolved digital landscape. This role is a great opportunity to stretch yourself, continue to build new skills, and accelerate your career.

Here’s how

Provide day-to-day support for Anaplan end users and support ongoing maintenance of the tool
Configure Anaplan models and applications to improve user experience
Develop effective Anaplan training and user guides; facilitate training to ensure users understand how to use the tool and maximize its benefits
Support data integration between Anaplan and other financial systems (e.g. SAP); monitor data flows to and from Anaplan
Build customized reports and/or dashboards, enabling Digital leaders to make data-driven decisions and surface key insights
Build strong partnerships with key stakeholders across the TELUS organization
Assist in the development of monthly and quarterly forecasts for both capital and operating expenditures; assist in the annual budget process and multi-year forecast
Assist in month-end deliverables including accruals, reconciliations, reports, and variance analysis
Identify business inefficiencies and opportunities; drive continuous improvement of process and reporting to ensure our team can support digital at scale
Act as a customer and digital experience advocate; demonstrate passion and dedication enabling/optimizing a digital-first customer experience

Qualifications

You're the missing piece of the puzzle

Bachelor's degree in Computer Science or related technical field
Experience navigating and partnering with a large and diverse stakeholder mix
Highly organized and detail-oriented with exceptional time management and prioritization abilities
Strong communication and presentation skills
Willingness to roll your sleeves up and get things done is a must - no task is beneath you, you are willing to do whatever it takes for TELUS Digital to be successful
Develops ideas for process improvement and implements the change within their projects/products

Great-to-haves

Experience with implementation of financial systems or ERP, preferably Anaplan
Knowledge and familiarity with programming languages and syntax
Advanced knowledge of Excel / Sheets
Experience in accounting and/or financials

About TELUS Digital

We want to work with people who:
Share our passion for all things digital
Thrive in an agile, lean and fast-paced environment
Clearly see things from the perspective of our customers
Are curious, experiment and never stop learning
View collaboration as essential to your work
Utilize the power of data to inform decisions
Embrace diversity and new ideas


What you can expect from us:
Opportunity to show your stuff and be recognized and rewarded for excelling
A fun dynamic team that works together to find new innovative ways to drive the digital transformation of TELUS.
An environment where you’re encouraged to share and act on your ideas, while learning new things and building your career.
Able to work flexible hours and connect remotely with team members across Canada. #LI-remote
A culture committed to giving back to our communities; every year we donate time and resources in our communities.
Access to well-being resources as well as ongoing support and focus on overall team member physical and mental well-being."
28,"Frontend Developer 2, Commerce",Intuit,4.2,"Toronto, ON","Posted
Posted 3 days ago","Overview
Come join the ""Intuit Monetization Service and experiences (MSE)"" team as a "" Software Developer 2"". The Commerce team is responsible for creating a platform that powers commerce experiences across multiple Intuit products such as TurboTax, TurboTax Desktop and QBO. We are looking for passionate and highly motivated individuals who can help design and deliver business solutions in innovative ways.
What you'll bring
3+ years’ experience developing front-end or back-end solutions and a willingness to learn full stack developering where any gaps exist
Solid grasp of CS fundamentals - data structures, algorithms and distributed systems - and their practical application
Experience in some of the following technologies: Java, Springboot, SQL, GraphQL, React, Redux, Apollo, Javascript, HTML and CSS
Demonstration of passion for developering and constant improvement of your software development craft
Helpful, can-do attitude and a willingness to take ownership of problems
Outstanding partnership skills
Experience with the entire Software Development Life Cycle (SDLC).
2+ years experience with web services (consuming or creating) with REST or SOAP.
Strong desire to learn and grow
Experience with unit testing
Experience with Amazon Web Services (AWS) technologies such as S3, API Gateway, Lambda, SQS, RDS, NoSQL DB
How you will lead
Gathering functional requirements, developing technical specifications, and project & test planning
Deliver high quality full-stack applications (requirements, design, code, documentation, etc.)
Experience with Agile Development, SCRUM, or Extreme Programming methodologies
Roughly 80-95% hands-on coding
Contribute to early quality activities, including peer reviews of estimates, designs and code
Commitment to team success and positive team dynamics
Passion for growing and applying technical skills in service to customers
Contribute to customer problem definition and initial solution conception by collaborating with product management and experience design
Resolve defects/bugs"
29,Full Stack Developer,Thentia,404,"Hybrid remote in Toronto, ON","Posted
Posted 4 days ago","About Thentia
Thentia Cloud is a fast-growing, venture capital-backed software as a service (SaaS) company that is emerging as a world leader in government technology with a platform that is transforming and modernizing how regulatory organizations are conducting business. A company of builders, thinkers, and owners, Thentia gives employees the opportunity to create amazing solutions, showcase their talents, and benefit from our shared success as we scale up in the U.S., Canadian, and global markets. Further, Thentia Cloud’s solutions directly impact public trust and regulatory integrity, helping regulators and agencies meet 21st century standards by leveraging predictive analytics, Big Data, AI, and other innovative capabilities. Internally, our culture fosters collaboration, inclusivity, intellectual curiosity, and professional development.
*
About the role*
Thentia is a product company that is pushing technological boundaries and driving global innovation. We operate with a vision to build a range of enterprise products and services in multiple industries, to include finance and banking, corporate governance, healthcare, and law enforcement.
You’ll help create and build beautiful software that matters using modern JavaScript and software development best practices (Agile, TDD, Continuous Delivery). You’ll be joining a diverse community of people who are passionate about modern JavaScript and its ability to change the world. You’ll get to work on a wide range of projects, using the latest JS frameworks building for the web & mobile, working with a tight knit team of talented individuals.
*
Responsibilities: *
You will need to quickly understand our business and product. You will need a solid understanding of the business problems we are trying to solve
Participate daily in SCRUM meetings with your team lead
Reporting to your team lead, you will be responsible for building out the Thentia Cloud Portal product and its features. You will ensure that you ship features regularly that are on time and bug-free
As a software developer, you will resolve and troubleshoot technical problems which arise during the use and operation of software packages, including technical assistance in implementation, conversion, and migrations
Experience in structured methodologies for the development, design, implementation, and maintenance of applications
Experience in design, code, test, debug, and document applications
Experience in application design, latest design patterns, deployment, and troubleshooting
Ability to provide post-implementation support and resolve any post-implementation technical issues
Qualifications:
3+ years experience developing web applications with front-end JavaScript frameworks such as Angular
3+ years experience with Java Script
Demonstrated experience with server-side programming languages such Java, PHP, C#, Python etc.
Strong knowledge of relational and non-relational database technologies such as MySQL, SingleStore, SQL Server, MongoDB is required
Demonstrated knowledge of Software Design Patterns and Techniques
Computer Science degree or equivalent is required
Ability to solve problems creatively and effectively, to learn new technologies and techniques
Ability to document requirements and specifications
Ability to lead a team
Must have experience using Git or another version control system in a team setting
We thank all applicants in advance for applying. Only individuals selected for interviews will be contacted.
*
Compensation*
Full Health Insurance coverage
Flexible paid-time-off, including vacation and sick leave
Employee Stock Options Plan
Year-end bonus
Remote or Hybrid working options
Professional development & training
*
Our Commitment: *
Thentia is an equal opportunity employer that is committed to diversity and inclusion in the workplace. We are building products for a diverse world and are committed to building and fostering an environment where our employees feel included, valued, and heard, which enables us to make commerce better for everyone. We strongly encourage applications from racialized people, people with disabilities, people from gender and sexually diverse communities and/or people with intersectional identities. We prohibit discrimination and harassment of any kind based on race, color, sex, religion, sexual orientation, national origin, disability, genetic information, pregnancy, or any other protected characteristic as outlined by federal, state, provincial, or local laws in the regions we operate. This policy applies to all employment practices within our organization, including hiring, recruiting, promotion, termination, layoff, recall, leave of absence, compensation, benefits, training, or internships.
Job Type: Full-time"
30,Senior .NET Full-Stack Developer,Method:CRM,404,"Hybrid remote in Toronto, ON","Posted
Posted 1 day ago","Opportunity
Our Development team is growing and we’re looking for a Senior .NET Full-Stack Developer who is passionate about building high quality features and mastering modern technologies such as .NET Core, React, cloud infrastructure, message architecture and polyglot persistence.
About Method
Method understands that businesses are unique and so it is our vision to create a small business platform that is easily personalized for each of our customers. Our flagship product is Method: CRM, a customer relationship management tool made specifically for small businesses who have outgrown their processes. Unlike other CRMs, the combination of Method’s deep QuickBooks sync and no-code customization engine enable businesses to achieve their optimal workflows.
At Method, doing fantastic work is just as important as looking out for each other and our community. From flex hours, full benefits and monthly team events to our Method: Gives program, we do our best to support both our employees and community. You can learn more about Method and our team here!
The Role
As a Senior .NET Full-Stack Developer, you will be part of a driven and supportive team that’s always striving to deliver value to our customers by shipping new features and helping our platform scale.
- Write high quality, well-tested code at a senior developer level or higher.
- Effectively contribute suggestions and new ideas to enhance performance and usability of our platform while understanding customer and business needs.
- Design, develop, maintain, and deploy well-tested services.
- Everyday look for opportunities to improve our product, processes, code base, and technology stack.
- Assist in mentoring and coaching for junior and intermediate developers.
What You Bring
Before you read this next section, we want you to know that we know the “ideal candidate” doesn’t exist — everybody has a unique background and skill set. Even if you don’t check every box below, we’d love for you to apply - we are building for the future and growth potential is a priority for us!
- Post-secondary education in the following areas preferred: Computer Science, Computer Engineering, Software Engineering or equivalent training/experience.
- A strong understanding of how web applications work with 3- 4+ years of working experience in both the front-end and back-end.
- Experience with persistence storage and ORM (such as SQL/NoSql).
- Excellent understanding of C#, .NET Standard/Core, Web API, MVC, Design patterns such as Rest, SPA, Monolithic App vs Microservices, Git/SVN.
- Experience in Unit/Integration Testing.
- Good understanding of JavaScript, HTML 5 and CSS.
- Passionate for building engaging user experiences.
- Sprint/Kanban experience using Agile Methodology.
- Must be self-motivated, goal driven and possess the ability to multitask, prioritize and enjoy problem solving.
- A team player with a positive attitude and a willingness to contribute to the overall team’s success in a fast paced environment.
Bonus points if you have any of the following:
- Experience with Front end SPA libraries, Linux, Docker, Redux, MongoDB, ElasticSearch, Redis , RabbitMQ, MassTransit, Continuous Delivery Pipeline, TFS, Jenkins, Test Automation, Python, and Katalon.
- Microsoft certifications.
- AWS certifications.
What We Offer
- Fun team collaborative environment.
- Small company experience – working for a small company like Method gives you deep insight to the inner workings of how a software company operates, as you will be expected to be involved in many discussions: It is the kind of experience you can only get from a small company.
- Training – You will receive initial and ongoing training on Method’s products, policies and procedures.
- Flexible work from home/hybrid policy.
- Great downtown location – Method is located right in the heart of Toronto’s young and vibrant ‘King West’ technology hub at the corner of Adelaide and Spadina Ave.
- Salary range: $90,000 - $110,000.
- Health care, vision and dental plan.
- Company and team social events.
COVID-19 Considerations
We are currently working remotely during the pandemic, but for individuals who prefer to be working from the office, our office is open for them on any given day. Once it is safe to do so, we will implement a flexible hybrid schedule where employees will work in the office 1-2 days per week.
In your first 30 days, you will:
- Onboard and acclimate with the Development team. Including tailored 1on1s.
- Complete Method’s Bootcamp.
- Understand Method’s values, tools and best practices and how our teams collaborate to drive results.
- Learn and become an expert of our internal communication tools, norms, and practices.
- Start making small improvements based on the product backlog or refactoring code to improve readability, testability, and maintainability.
In your first 60 days, you will:
- Contribute to the Development team's culture, processes, and best practices.
- Become more confident with code ownership and deploying to production.
- Assist the team with daily releases and monitoring changes.
- Help other developers within code design and decision making.
In your first 90 days, you will:
- Start assuming more autonomy and finding small ways to practice ownership across the platform.
- Work closely with your Manager to explore goals for the rest of the year.
- Provide feedback in Grooming sessions on best practices for design and story implementation.
We thank all applicants in advance and will contact only those we wish to interview. No phone calls or agencies, please.
Method is an equal opportunity employer for all — regardless of race, colour, ancestry, religion, gender identity, sexual orientation, age, marital status or able-bodiedness. As part of our commitment to be an inclusive and accessible workplace, we’re happy to provide accommodations for candidates taking part in the selection process.
Job Type: Full-time
Salary: $90,000.00-$110,000.00 per year"
31,C# Software Developer,Celerity One Inc,404,"Remote in Toronto, ON","Employer
Active 7 days ago","About us
A consulting firm in Toronto that specializes in a wide range of information technology solutions. Our extensive experience combined with our innovation and strategic planning allowed us to become a very effective partner for our clients.
We offer a wide range of services that include IT Consulting, Solution Integration, Custom Software Development and Web Design & Development.
Software Developer
We are currently looking for a C# .Net Developer to work with our client in the FinTech space. We are searching for an individual who has a strong understanding of web technology and experience bringing large-scale web applications to production. You will be challenged to design and develop with a creative group of individuals.
You’ll play an important role in the development effort in launching client-facing products from end-to-end. Our agile approach means your opinions, knowledge and experience matters and directly impacts the continued product maturity and application design.
What you bring to the team
7+ years of experience developing web applications using ASP.NET MVC and C#
Solid object-oriented programming skills and a good understanding of algorithms and data structures
Experience with Microsoft SQL Server
Experience building and consuming RESTful API web services
Experience working with source control (ex: Git, Bitbucket, TFS)
Post-secondary education in Computer Science or Software Engineering or an equivalent
Strong spoken and written communication skill
Ability to work dynamically with others in a team environment
Desirable assets
Experience developing and deploying cloud solutions on Microsoft Azure, Amazon AWS
HTML / CSS / Bootstrap
JavaScript / jQuery
C#
.NET Core Framework / ASP.NET / MVC
Razor Pages
Entity Framework
CLEAN Architecture
Full Stack development experience
Other requirements
Proven experience with software design and OOD methodologies
Ability to participate as a team member in fully agile
Scrum deliveries Ability to provide support to end users
Ability to design, build and maintain efficient and reliable C# code
Work Remotely
Yes
Job Type: Full-time
Salary: From $108,000.00 per year
Schedule:
8 hour shift"
32,.NET Full-Stack Developer,Method:CRM,404,"Hybrid remote in Toronto, ON","Posted
Posted 30+ days ago","Opportunity
Our Development team is growing and we’re looking for a .NET Full-Stack Developer who is passionate about building high quality features and mastering modern technologies such as .NET Core, React, cloud infrastructure, message architecture and polyglot persistence.
About Method
Method understands that businesses are unique and so it is our vision to create a small business platform that is easily personalized for each of our customers. Our flagship product is Method: CRM, a customer relationship management tool made specifically for small businesses who have outgrown their processes. Unlike other CRMs, the combination of Method’s deep QuickBooks sync and no-code customization engine enable businesses to achieve their optimal workflows.
At Method, doing fantastic work is just as important as looking out for each other and our community. From flex hours and full benefits to our monthly Method: Gives program, we do our best to support both our employees and community. You can learn more about Method and our team here!
The Role
As a .NET Full-Stack Developer, you will be part of a driven and supportive team that’s always striving to deliver value to our customers by shipping new features and helping our platform scale.
- Write high quality, well-tested code while understanding customer and business needs
- Effectively contribute suggestions and new ideas to enhance performance and usability of our platform.
- Design, develop, maintain, and deploy well-tested services.
- Everyday look for opportunities to improve our product, processes, code base, and technology stack.
- Assist our customer support team by providing explanations and resolutions to complex problems reported by our users.
What You Bring
Before you read this next section, we want you to know that we know the “ideal candidate” doesn’t exist — everybody has a unique background and skill set. Even if you don’t check every box below, we’d love for you to apply - we are building for the future and growth potential is a priority for us!
- Post-secondary education in the following areas preferred: Computer Science, Computer Engineering, Software Engineering or equivalent training/experience.
- A strong understanding of how web applications work with 2+ years of working experience in both the front-end and back-end.
- Experience with persistence storage and ORM (such as SQL/NoSql).
- Strong understanding of C#, .NET Standard/Core, Web API, MVC, Design patterns such as Rest, SPA, Monolithic App vs Microservices, Git/SVN.
- Experience in Unit/Integration Testing.
- Good understanding of JavaScript, HTML 5 and CSS.
- Passionate for building engaging user experiences.
- Must be self-motivated, goal driven and possess the ability to multitask, prioritize and enjoy problem solving.
- A team player with a positive attitude and a willingness to contribute to the overall team’s success in a fast paced environment.
Bonus points if you have any of the following:
- Experience with Front end SPA libraries, Linux, Docker, Redux, MongoDB, ElasticSearch, Redis , RabbitMQ, MassTransit, Continuous Delivery Pipeline, TFS, Jenkins, Test Automation, Python, and Katalon.
- Sprint/Kanban experience using Agile Methodology
- Microsoft certifications.
- AWS certifications.
What We Offer
- Fun team collaborative environment.
- Small company experience – working for a small company like Method gives you deep insight to the inner workings of how a software company operates, as you will be expected to be involved in many discussions: It is the kind of experience you can only get from a small company.
- Training – You will receive initial and ongoing training on Method’s products, policies and procedures.
- Flexible work from home/hybrid policy.
- Great downtown location – Method is located right in the heart of Toronto’s young and vibrant ‘King West’ technology hub at the corner of Adelaide and Spadina Ave.
- Competitive salary.
- Health care and dental plan.
- Company and team social events.
COVID-19 Considerations
We are currently working remotely during the pandemic, but for individuals who prefer to be working from the office, our office is open for them on any given day. Once it is safe to do so, we will implement a flexible hybrid schedule where employees will work in the office 1-2 days per week.
In your first 30 days, you will:
- Onboard and acclimate with the Development team. Including tailored 1on1s.
- Complete Method’s Bootcamp.
- Understand Method’s values, tools and best practices and how our teams collaborate to drive results.
- Learn how various parts of the system are integrated together, and navigate the codebase so that you can troubleshoot minor bugs.
- Start making small improvements based on the product backlog or refactoring code to improve readability, testability, and maintainability.
In your first 60 days, you will:
- Contribute to the Development team's culture, processes, and best practices.
- Become more confident with code ownership and deploying to production.
- Assisting the team with daily releases and monitoring changes.
In your first 90 days, you will:
- Start assuming more autonomy and finding small ways to practice ownership across the platform.
- Work closely with your manager to explore goals for the rest of the year.
- Help other developers with code design and decision making.
We thank all applicants in advance and will contact only those we wish to interview. No phone calls or agencies, please.
Method is an equal opportunity employer for all — regardless of race, colour, ancestry, religion, gender identity, sexual orientation, age, marital status or able-bodiedness. As part of our commitment to be an inclusive and accessible workplace, we’re happy to provide accommodations for candidates taking part in the selection process.
Job Type: Full-time
Salary: $70,000.00-$90,000.00 per year"
33,Full Stack Web Developer,AutoTrader.ca,3.6,"Greater Toronto Area, ON
+1 location","Posted
Posted 16 days ago","Join AutoTrader.ca and become part of a true Canadian success story. With 45 years as a leading, iconic Canadian business, we're well positioned and resourced to lead the next 45 years of the automotive industry, whatever this may look like – and you could be a big part of our incredible journey. Join us at TRADER to be part of a diverse workforce and an award-winning culture, where you will do more than just join something – you’ll add something.

We are seeking a Full Stack Web Developer to join our team and to assist in developing our web platform. Our ideal candidate for this position would be a motivated, creative, detailed oriented individual and has excellent communication skills and ability to solve problems.

What you will do
Defines Service objectives by analyzing user requirements, envisioning system features and functionality.
Completes applications development by coordinating requirements, schedules, and activities.
contributing to team meetings; troubleshooting development and production problems across multiple environments and operating platforms.
Work in an agile team of Web Developers, QA personals and contribute to Kanban-based execution of project and day to day works.
Perform technical analysis of software design by offering input on the testability of functional elements and designs plus non-functional requirement.
Working closely with QA development team to ensure the overall quality of service that is provided by the platform.
Assist in the mentorship of dev team members on best software development practices.
Ensure the overall uptime of services that the team provides.
What you bring to the table
Strong knowledge of PHP/JavaScript and software development practices.
Strong knowledge of web technologies and cloud solutions such as AWS Or GCP or Azure.
Solid knowledge of OOP, REST APIs.
Strong Knowledge of testing driven development practices.
Experienced with Design Patterns and Architecture.
Outstanding verbal and written communication skills.
Must have Experience
Computer Science Degree or equivalent work experience.
4+ years’ experience in web development
4+ years’ experience with PHP
4+ years’ experience in Frontend Development (HTML, CSS, JavaScript, Vue)
1-2 years’ experience in cloud platform application hosting, deployment, and maintenance.
Demonstrated experience in All levels of testing practices.
Experience working within a formal CI/CD pipeline.
Experience in test driven development (JEST/PHPUnit, SonarQube)
Jira/Confluence experience.
Agile team and methodology experience.
Nice to have Experience
Experience in WordPress development
Good understanding of containerization technologies such as docker
Good understanding of Version Control tools such as GIT.
Your public code repos or sites to showcase some of your works.
What’s in it for you…
We understand that there is life at work and life outside of work. Here are a few benefits we all benefit from that support us to be our creative best.
Fitness and wellness
We provide discounts to nation-wide gyms, onsite gyms (when we’re in the office), an Employee and Family Assistance Program, as well as a virtual wellness program.
Benefits from Day 1
Gym discounts
Local in-office free gyms
Employee and Family Assistance program
Weekly virtual wellness events
In addition to in-house training, we provide an annual lifestyle allowance of $1500 so you can grow your skills.
Conferences & training budget
Regular internal training programs
Financial planning
Let us help you invest in your future with 3% matching towards your pension and multiple forms of income protection.
Competitive salary
Annual bonus structure
3% CPP matching"
34,Full Stack Developer,Exeevo,404,"Toronto, ON",Hiring ongoing,"Exeevo JOB DESCRIPTION
Title: Full Stack Developer
Location: Canada
Role Summary
Working on our new and existing products for our Business Areas. We have a busy roadmap ahead of us with exciting new features and we’ll need you to solve interesting problems.
Joining one of our expanding multi-disciplinary agile teams,
.
Key Responsibilities
You will be required to work closely with product owners, UI/UX designers, architects, engineers, and other business members to translate requirements into well-engineered solutions. You will be participating in developing  full stack features and coaching and mentoring the junior engineers
You will need to collaborate effectively with multiple cross geographical teams that include developers, testers, product managers, client implementation specialists, client operations and Devops.
Desired skills & Experience
5 yeas experience as Full Stack Developer with proficiency in UI skills.
Must Have – ReactJS, Typesctipt, Javascript, Webpack
Additional skills required – NodeJS, Angular, PCF, Microsoft FluentUI, Dynamics 365, Mongodb, Microsoft Identity Framework, BitBucket Pipeline
Need to know but need not be an expert on – Solution packager for Dynamics, Plugins, Azure Functions, App Services, Docker
Characteristics
Self-starter
Quick learner
Strong communicator in English
Well organized
Job Type: Full-time
Schedule:
Monday to Friday"
35,Full Stack Developer (Node.JS +AWS),Virtusa Corporation,3.7,"Toronto, ON","Posted
Posted 30+ days ago","Excellent hands on experience in Java programming with solid understanding on webservices, Hibernate/JPA.
Excellent in designing and writing code supporting serverless framework using Node.js
Ability to write complex queries in any relational database (Oracle, My SQL)
Ability to design the optimal data model based on the application need and system performance
Solid understanding in noSQL database like Elasticsearch, DynamoDB etc.
Extensive AWS Application Migration experience Java based applications or Mainframe applications
Ability to transform complex business requirements into technical design specifications.
Knowledge on AWS EC2 Instances provisioning, AWS VPC setup, AWS Auto Scaling for availability of EC2 Instances and availability of applications.
Experience with Red hat Linux, Unix or Windows operating systems
Experience and desire to work in a Global delivery environment.
Job Types: Full-time, Permanent
Salary: From $100,000.00 per year
Benefits:
Dental care
Extended health care
Schedule:
8 hour shift
Supplemental pay types:
Bonus pay
Ability to commute/relocate:
Toronto, ON: reliably commute or be willing to relocate with an employer-provided relocation package (required)
Experience:
Node.js: 3 years (required)
AWS: 4 years (required)"
36,Full Stack Web Developer,Pet Valu,3.3,"Markham, ON","Posted
Posted 30+ days ago","Location: Markham, Ontario
Job Description:
The Full Stack Web Developer should be a highly skilled developer who is comfortable with both front and backend programming. Full stack developers are responsible for developing and designing front end web architecture and ensuring responsiveness of applications. The developer should be familiar with Microservices and APIs. The developer should have proven analytical abilities, diagnostic skills, and a strong technical aptitude; as well as demonstrated ability to work with a wide variety of individuals, in a highly collaborative, complex, and changing environment. The ability to assess the effectiveness of processes and procedures and lead improvement efforts including documenting and implementing the solution.
Essential Duties
Develop front-end website features, user interactions, and functions.
Design and develop APIs.
Investigate, diagnose, and resolve reported site issues.
Analyze user requirements to design and develop features.
Stay abreast of developments in webs application and programming languages.
Experience, Education, Certifications
Bachelor’s degree in computer science or related field
Experience with Agile development Methodologies
Knowledge of retail processes and operations including ecommerce and OMS, Distributed Order Management systems, SAAS Based applications, Google Tag Manager/Analytics
5+ years of experience in developing, implementing, and supporting large scale eCommerce platforms and mobile applications.
Demonstrated understanding of the following technologies and how to use them to build Web applications:
HTML/CSS/JavaScript/AJAX
React/Redux/ Node.js
Yarn
JSX
JSON
CDN
Git
Experience or familiarity with technologies and best practices in areas such as Digital Commerce, Search, Customer experience, Web Content Management, Order Management Systems, Mobile Solutions, Payment gateways, Caching and Content delivery networks.
Experienced in implementations with micro- services architecture, API Management, REST services, Cloud-based solutions.
Excellent written and verbal communication skills with the ability to communicate and present technical information in a concise manner to business stakeholders.
Competencies
Driven to adhere to timelines with changing priorities
Team player that works well with counterparts from various departments and can influence the work of overall team.
Highly motivated individual with a strong sense of ownership, responsibility, attention to detail and demonstrated track record in managing multiple projects/tasks concurrently in tight timelines
Recommend controls by identifying problems and writing improved procedures
Monitor project progress by tracking activity; resolving problems; publishing progress reports; recommending actions
Follow and align processes with the System Development Lifecycle processes, policies and standards.
Maintain user confidence and protect operations by keeping information confidential
Prepare technical reports by collecting, analyzing and summarizing information and trends
Contribute to team effort by accomplishing related results as needed
Perform daily, weekly and monthly reviews and analyses of current processes using operational metrics and reports
Facilitate compliance and security activities as they pertain to business processes and policy enforcement.
Ability to impact operations and effect change without being confrontational
Detail oriented, analytical and inquisitive
Ability to work independently and with others
Extremely organized with strong time-management skills
Other proficiencies: Software Design / Teamwork / Process Improvement / Big Picture Thinking / Work Well Under Pressure / Critical Thinking / Relationship Building
Technical Skills
Minimum: 5 Years
Experience with work flow collaboration tools such as: Jira, BaseCamp, Asana, Smart Sheets, etc. or others that have the same functionality.
Proficient in standard end-user computing tools such as: Google Applications, Microsoft Word, Excel.
Preferred: 4 Years of the above, plus:
High proficient in standard end-user computing tools such as Google Applications, Microsoft Word, PowerPoint, Visio or equivalent. Excel “Power User” for use in data analysis and summarization of detailed data.
#CORPHIRE"
37,Developer - Software Full Stack,Bell Canada,3.7,"Toronto, ON","Posted
Posted 8 days ago","Req Id: 404916

At Bell, we do more than build world-class networks, develop innovative services and create original multiplatform media content – we’re revolutionizing how Canadians communicate.

If you’re ready to bring game-changing ideas to life and join a community that values bold ideas, professional growth and employee wellness, we want you on the Bell team.

About the team:

We are on the edge of an exciting new era in the evolution of our network. With a clear focus on defining an autonomous and programmable network, Bell is a pioneer in customer experience, operational efficiency and innovation. The Wireline Network Orchestration and Data Insights team is a key factor in the success of this vision by connecting business needs, technological innovation, telecommunications networks and artificial intelligence.

If you have a passion for programming and telecommunications networks, our team is looking for an experienced and energetic developer to build Bell's best core network automation engine.

Job Duties/Accountabilities:

Software: Our team is truly committed to best practices in software development. By working with us, you will have the opportunity to use the latest software ecosystem (including open-source software) and contribute to it upstream
Community: Ours is great. You will interact with co-located developers in an Agile environment as well as remotely (teleworking)
DevOps: We are committed to our practices and tools - CI/CD, containers, micro-services
Technology: You will be expose to a variety of cutting-edge software and networking technologies that will shape how Bell will transform the way networks are built and operated.
Developer of complex solutions and new functions that will allow automatic planning, management and control of Bell network equipment
Embody and champion a culture of quality code development
Hone your software development skills with the latest open source technologies, with access to vast resources and no limits.
Openly expose problems and turn them into a learning and team building experience
Support the team of developers in the adoption of cloud solutions.

Critical Skills/ Competencies:

A candidate with 5 to 10 years of full stack software development expertise; but if you think you can rise to the challenge, you should apply!
Someone who knows software development best practices (CI/CD, code review, testing)
Strong expertise in software debugging and root cause analysis
Someone enthusiastic who can learn and adapt quickly to new technologies, with a strong aptitude for innovation
A team player who can define, establish and communicate their long-term vision, who adapts to uncertain and changing needs
A candidate with strong interpersonal, oral and written communication skills (a good sense of humor is a bonus!)

Practical experience with:
Javascript
Nodejs
Angular
NET core
SQL Server / PostgreSQL
Docker
REST API
GitLab CI/CD
PYTHON (asset)
Vue.JS (Asset)

#Talent
#Tech
#Indeed
#LI-Hybrid

#EmployeeReferralProgram

Adequate knowledge of French is required for positions in Quebec.

Additional Information:
Position Type: Management
Job Status: Regular - Full Time
Job Location: Canada : Quebec : Montreal || Canada : Ontario : London || Canada : Ontario : Toronto
Flexible work profile : Mobile
Application Deadline: 10/28/2022

Please apply directly online to be considered for this role. Applications through email will not be accepted.

At Bell, we don’t just accept difference - we celebrate it. We’re committed to fostering an inclusive, equitable, and accessible workplace where every team member feels valued, respected, and supported, and has the opportunity to reach their full potential. We welcome and encourage applications from people with disabilities.

Accommodations are available on request for candidates taking part in all aspects of the selection process. For a confidential inquiry, simply email your recruiter directly or recruitment@bell.ca to make arrangements. If you have questions regarding accessible employment at Bell please email our Diversity & Inclusion Team at inclusion@bell.ca.

Created: Canada, ON, Toronto

Bell, one of Canada's Top 100 Employers."
